en	twi
Later, approach your mate and ask, “Did you feel that I was really listening to you?”	Afei akyiri yi bisa wo hokafo no sɛ, “So wotee nka sɛ na meretie w’asɛm no yiye?”
Rationalizing your behavior is not the same as apologizing for it.	Anoyie nyɛ kyɛwpa.
Its tenets seemed plausible: If a little praise is good for kids, a lot of praise is better.	Ɛte sɛ nea ntease wɔ adwene a wogyina so ka saa no mu: Sɛ wɔkamfo mmofra kakra na eye ma wɔn a, ɛnde nkamfo pii ye paa.
An Accra High Court on Monday, may 31, 2021 delivered its ruling regarding the denial of two Rastafarian boys; Tyrone Marhguy and Oheneba Nkrabea admission to Achimota School because they failed to cut their dreadlocks.	Dwoada Kɔtɔnimaa 31, 2021, Accra High Kɔɔto maa atɛmmuo fa Rastafoɔ mmarimaa baanu, Tyrone Marhguy ne Ɔheneba Nkrabea a Achimota Sukuu no se ɔnnye wɔn gye sɛ wɔatwa wɔn mpɛsɛmpɛsɛ no ansa.
They “read” with their nose.	Yɛbɛka a, nkraman de, wɔn hwene ne wɔn biribiara.
The population is great.	Nnipa no dɔɔso papa.
Now your partner starts talking to you—something about expecting some visitors tonight.	Afei wo hokafo nso fi ase ne wo kasa—ɛfa ahɔho a wɔreba abɛsra mo anwummere no ho.
Kwabena asked Abena to help John.	Kwabena ka kyerɛɛ Abena sɛ ɔmmoa John.
Kwabena pleaded guilty to drunken driving and his driver's license was suspended for six months.	Kwabena srɛɛ bɔne fafiri wɔ karka ho, na wɔde tumi krataa a ɔde ka kar no too hɔ asram asia.
Each time a conflict arises, you and your partner unleash a torrent of criticism at each other.	Bere biara a akasakasa besi mo ntam no, wo ne wo hokafo tutu nsɛm a ɛyɛ yaw ma mo ho.
A man believed to be in his 30s has killed himself dead after he killed his girlfriend, Melody Owusu, who he allegedly caught with another man.	Abrantewa bi a ɔwɔ mfeɛ bɛyɛ aduasa abɔ ne mpena Melody Owusu ne ɔnoara ankasa ho tuo mmerɛ a ɔhunuu sɛ ɔne barima foforɔ hyehyɛ hɔ.
I am sure in the next 20 years, cash will be scarce in a lot of countries including Ghana, and I think Ghana is moving quite quickly towards that stage”, he added.	Ɔkaa sɛ, “Megye di sɛ mfeɛ aduonu(20) akyi no, sika ho bɛyɛ nna wɔ aman ahorow bi mu a Ghana nso ka ho, na medwene sɛ Ghana retu anamɔn ɔhare so akɔdu saa mpɛnpɛnsoɔ no.
Whereas disregard and contempt for human rights have resulted in barbarous acts which have outraged the conscience of mankind, and the advent of a world in which human beings shall enjoy freedom of speech and belief and freedom from fear and want has been proclaimed as the highest aspiration of the common people,	Esiɑne sɛ obu ɑ wommu ne ɑnimtiɑɑ ɑ wɔde bu onipɑ biɑrɑ Kyɛfɑ no ɑkowie ɑtirimɔdenne ɑhorow mu no ɑpusuw wiɑse no ɑhonim, ne ɔhwɛ ɑ yɛhwɛ kwɑn sɛ wiɑse bi rebɑ ɑ ɑdesɑmmɑ benyɑ ɑhofɑdi wɔ ɔkɑsɑ ne gyidi ho, nɑ wɔɑbɔ dɑwuru sɛ osuro ne ohiɑ jo ɑhofɑdi ne ɔmɑnfo botɑe,
The town has changed a great deal since then.	Efi saa bere no, nsakrae pii aba kurow no mu.
In the provincial capital of Zhengzhou, at least 12 people died when floodwaters inundated an underground subway line on Tuesday night.	ɛwɔ Henan ɔmantam mu Anyɛ yiye koraa no, nnipa 12 wuwui bere a nsu yiri faa asase ase keteke kwan a ɛda asase ase so Benada anadwo no.
The situation seemed very tense and dangerous.	Ná ɛte sɛ nea tebea no mu yɛ den na ɛyɛ hu.
Cyberbullying also includes sending harmful photos or text messages using a cell phone.	Nea ɛka ho bi nso ne mfoni anaa text message a egu obi anim ase a obi de bɛma afoforo.
The Ashanti Regional branch of the Ghana Association of Medical Laboratory Scientists (GAMLS), and others in some regions, have also declared an indefinite strike in empathy with their colleagues at KATH	Akuo ahodoɔ a ɛwɔ Asante Mantam mu, na wɔyɛ nnipadua nhwehwɛmu wɔ Ayaresabea ne wɔn a ɛwɔ Amantam na aka no mu nso de ato dwa sɛ wɔate atua a ɛnni awieɛ no bi rehyɛ wɔn nnuanom a wɔwɔ KATH Kutupa.
You and a member of the opposite sex are attracted to each other.	Wuhu sɛ w’ani gye abaayewa bi ho, na ɔno nso ani gye wo ho.
When we empathize with someone, we become aware of just how similar we are to that person.	Sɛ yɛwɔ tema ma obi a, yebehu sɛ ɛnsono yɛn ɛnna ɛsono ɔno.
But these techniques can backfire.	Nanso saa kwan a wɔfa so yi ntaa nyɛ adwuma.
The texture of their body can be lumpy, bumpy, or even spiky.	Wohwɛ wɔn were a, wubehu sɛ ebi de yɛ apɔwapɔw, ebi de abukabukaw, na ebi nso de yɛ nsɔensɔe.
Researchers call this structure a “highly specialized muscle-tendon design” that provides both agility and strength.	Nhwehwɛmufo kyerɛ sɛ “aboa no wedeɛ ne ne ntini da mu fua,” na ɛno na ɛma ɔnya ahoɔden tu mmirika tɛntɛ saa no.
Meanwhile, Frank AnnohDompreh has been nominated to Chair the Permanent Committee of Rural Economy, Agriculture, Natural Resources and Environment of the Pan – African Parliament.	Atwereyɛ ɛberɛ mu no, wɔayi Frank Anno Dompreh sɛ wɔnyɛ Baanodani ɛma Badwakuo a ɛbɛhwɛ Abibirɛmu Afrika Mmarahyɛbadwa no Nkuraasenkuraase Sikasɛm, Kuayɔ, Ɔbɔadeɛ Adwapadeɛ ɛne Bɔberɛ so.
I promise I'll do that before the end of the month.	Mehyɛɛ bɔ sɛ mɛyɛ saa ansa na ɔsram no aba awiei.
“The problem we have in this country sadly is that our medical laboratory scientists don't appreciate their limitation. Two hematologists- where should they go and practice?	“Ɔhaw a yɛwɔ saa man yi mu ne sɛ abɔdeɛ mu mpɛnsɛmpɛnsɛmmubea . Mogya mu dɔkotafoɔ mmienu - ɛhefa na wɔn nkɔyɛ adwuma?
Humility helps relationships	Ahobrɛase ma yetumi ne afoforo bɔ.
He also challenged the ‘inherent jurisdiction of the Supreme Court based on which the AG had filed the application.	Ɔsan kasa tiaa ɛkwan a kɔɔto Baatan no afa so de ne ho ahyɛ asɛm no mu, sɛ ɔtemmuafoɔ Panin de saa adesrɛ no abɛtɔ n’anim.
Mr. Alex Bram believes that making good use of the online platfoem (the Hubtel app)will help make the prices of the item stable.	Owura Alex Bram gyedi sɛ yɛde abɛɛfo kwantempɔn pono (Hubtel app) no bɛboa ma nneɛma boɔ agyina faako.
In the end, humility will help your child to avoid being contaminated by the self-absorbed culture of today’s world.	Awiei koraa no, ahobrɛase bɛboa wo ba no na wanyɛ sɛ nnipa a wodwen wɔn nkutoo ho wɔ wiase nnɛ no.
The interest in Willian came after his relationship with previous Chelsea head coach Antonio Conte broke down during the season.	Di a amanfoɔ ani di Willian akyi no hyɛɛ aseɛ aberɛ ɔne nea ɔda bɔɔlbɔkuo Chelsea ano Antonia Conte ntam yɛ basaa.
Loneliness can stem from insecurities. It’s hard to reach out and be open to friendships when you don’t feel that you are worth another person’s interest	Wote nka sɛ obiara nnwen wo ho a, ebetumi ama woayɛ ankonam. Sɛ ɛyɛ wo sɛ w’asɛm mfa obiara ho a, ɛbɛyɛ den sɛ wubebue wo komam ahwehwɛ nnamfo
I am stating categorically that my ambulance number is GV 677-19.	Mereka no pi sɛ me ambulance nɔma yɛ GV 677-19.
The Vice Chancellor of UDS, Prof Teye equally requested all heads of departments to make use of plagiarism software known as “Turn-it-in” acquired by the University to improve the originality of all research work.	"Prof. Teye serɛɛ sukuu paninfoɔ no sɛ wɔnhwɛ wɔn mfa abɛɛfo adeɛ a yɛfrɛ no ""Turn-it-in"" a suapɔn natɔ no nsi adesua mu korɔnobɔ ano kwan na ntu adesuafoɔ nhwehwɛmu dwuma mpɔn."
Even if you think you are blameless in a situation, recognize that your version of what happened is probably not the whole story.	Sɛ wosusu sɛ wodi bem mpo a, ebia w’ani so na ɛyɛ wo saa.
“As many more lawyers are trained, it is my hope that, indeed, many more of them will join the public sector to enhance the quality of legal service delivery in the sector. I assure all of you that this project is the beginning of greater things to come for the Ghana School of Law. Government’s commitment to leaving a lasting legacy in professional legal education in Ghana is absolute,” he added.	“Sɛnea mmaranimfoɔ regye nteteeɛ yi, ɛyɛ m’anidasoɔ sɛ ɛmu fa kɛseɛ no ara de wɔn ho bɛhyɛ aban nnwuma mu ama mmara ho adwuma atu mpɔn. Mehyɛ mo nyinaa bɔ sɛ yei yɛ nneɛma akɛsea mfitiaseɛ ma Ghana Mmaranim Sukuu no. Aban bɔhyɛ sɛ ɔbɛgya biribi ama nkyirmma wɔ mmaranim adesua mu no gyina pintiin”
I have put on two kilograms this summer.	Mede me ho ahyɛ saa ahohuru bere yi mu kilogram abien mu.
The ideas of two people combined can lead to a solution that is better than what each one could come up with alone	Ti korɔ nkɔ agyina. Enti sɛ nnipa mmienu ka wɔn ti pam ho yɛ biribi a, ɛwie yie
I must observe that graduate students in the past have taken this requirement for granted and I wish to direct the Registrar to invoke the needed sanctions for students who willfully ignore this important prerequisite as part of the admission process.”	"Mahwɛ ahunu sɛ adesuafoɔ a wawie sukuu no amfa yei annyɛ asɛnhia nti mahyɛ nea ɔtwerɛtwerɛ din no sɛ ɔmfa asotweɛ biara a ɛwɔ hɔ mma asuafoɔ a ɔbɛhyɛ da abu no animtia"""
Children develop real self-worth, not by being constantly told that they are special, but through genuine accomplishments.	Sɛ abofra behu sɛ mfaso wɔ ne so ampa a, ɛnyɛ sɛ daa wubegyigye ne so kɛkɛ, mmom ɛsɛ sɛ otumi yɛ adepa bi.
Will you please explain to me the exact meaning of the word?	Mesrɛ wo, wobɛkyerɛkyerɛ nea asɛmfua no kyerɛ ankasa mu akyerɛ me?
This entails an appraisal programme of the Afina area including (but not limited to) production and interference tests in order to understand the potential benefit that a unitization of the Sankofa field and the Afina discovery could deliver.”	Yei ka nkontabuo nhyehyɛeɛ a wo a yɛayɛ afa Afina mpɔtamu dwumadie ne ɛmu akwansideɛ ho sɛdeɛ yɛbɛnya nteaseɛ afa mfasoɔ titire a Sankɔfa ne Afina nkabom dwumadie no betumi ama.
Kwaku has a Canadian wife.	Kwaku yere no yɛ Canadani.
Sometimes it means that you simply need to let go of a matter, for your own well-being and that of your marriage.	Ɛtɔ da a, nea ɛkyerɛ ara ne sɛ wubegyae asɛm mu ma aka esiane w’ankasa yiyedi ne aware no nkɔso nti.
Kwadwo Obeng Jnr doubled Hearts’ lead on the stroke of halftime to score in his third consecutive game.	Kwadwo Obeng Jr. a wahyɛ goolu atoa so mmiɛnsa wɔ akansie mmiɛnsa mu no de ɛka baako kaa ho ansa na ɔfa a ɛdi kan no rekɔ awieɛ.
Empathy helps us to see that all people, no matter what their background may be, are part of the human family.	Sɛ yɛwɔ tema a, ɛboa yɛn ma yehu sɛ, sɛ yefi he oo, sɛ yefi he oo, yɛn nyinaa yɛ abusua baako.
Fortunately, no passengers were injured.	Anigyesɛm ne sɛ, hyɛn no mufo biara anhaw.
An apology can transform your marriage from one where problems linger and create tension to one where problems are small bumps in the road.	Kyɛwpa bɛtumi ama w’awareɛ mu nsɛm a ayɛ sɛ mmepɔ no adane nkofie nketenkete.
In the city of Koblenz, in the badly hit western German state of Rhineland-Palatinate, police said at least 125 people were now confirmed to have died.	Wɔ Koblenz, kurow mu no, anyɛ yiye koraa no, polisifo kae sɛ anyɛ yiye koraa no, nnipa 125 na wɔagye atom sɛ wɔawuwu wɔ Germany atɔe fam Rhineland-Palatinate mu.
MASLOC still resorts to the old system of applications coupled with a direct human interface in dealing with applicants and loan beneficiaries.	MASLOC da so de wɔn ho to akwan dadaa a wɔde twerɛ din no san de mpu ne mpu nsawɔsoɔ na de retwerɛ din asan ne wɔn a wɔnya bosea ho mfasoɔ.
I can't tell you how much I've been looking forward to your visit.	Mintumi nkyerɛ wo sɛnea merehwɛ wo nsrahwɛ no kwan.
A week after severe flooding hit western Europe, devastating Germany, Belgium and the Netherlands, German officials said Thursday they fear the 158 people still missing there may not be chanced upon.	Bere a nsuyiri kɛse bi sii Europa atɔe fam, sɛee Germany, Belgium ne Netherlands dapɛn biako akyi no, German aban mpanyimfo kae Yawda sɛ wosuro nnipa 108 a wɔda so ara ayera wɔ hɔ no.
I wonder if this is love.	Misusuw sɛ eyi yɛ ɔdɔ anaa.
I take it for granted that people are honest.	Mibu no sɛ nkurɔfo di nokware.
The President was expectant that the completion of the Law Village will expand access to legal education, without compromising on its quality, and, ultimately, assist in the administration of justice throughout the country.	Na ɛyɛ ɔmanpanin anidasoɔ sɛ wɔsi Law Village dan no wie a ɛbɛbue mmaranim adesua mu na asan aboa atɛntenenee nkankɔ wɔ ɔman yi mu.
He is a known advocate of media rights, representing journalists in court, helping repeal criminal libel, passing Right to Information legislation and speaking to the Press regularly. He has overseen an explosion in social media-attracting both Google and Twitter. Nana Addo does not have the right, authority, capacity or inclination to stop the media from doing its legitimate work. All he wants is mutual responsibility and accountability for our actions. He will not shy away from that. The media ought not to appear to be a den of impunity. Indeed, no institution of state ought to be above lawful enquiry, as Rule of Law demands.	Yɛnim no sɛ ɔko ma nsɛntwerɛfoɔ gyina wakyi wɔ asɛnnibea, reboa ama yayi kowaa krata mu kwaadubɔ afiri hɔ, akwannya a nsɛntwerɛfoɔ wɔ fa nsɛm ho ne ahofama na ɔde hyia nsɛntwerɛfoɔ. Wahwɛ ama abɛɛfo intanɛt nnwuma akɛseɛ te sɛ Google ne Twitter nso abɛsoeɛ wɔ man no mu. Nana nni ho kwan, tumi anaa asodie sɛ ɔbɛbra nsɛntwerɛfoɔ wɔ wadwumayɛ mu. Nea ɔpɛ ara ne asodie ne akontabuo wɔ afa nu nyinaa ara. Ɔntwe neho mfiri ho. Nsɛntwerɛfoɔ nso nni ho kwan sɛ ɔbɛgu wɔn ani agu mmara so. Anokwa aban adwuma biara nni ho kwan sɛ ɔbɛma neho so aboro nhwehwɛmu a mmara taa akyire.
Sell nonessential vehicles, and maintain what you have instead of quickly trading in for newer models	Sɛ mowɔ kar bi a munhia a, montɔn. Afei nso, mommpere mo ho sɛ mobɛtɔn mo kar dedaw akɔtɔ nea aba so foforo, na mmom monhwɛ so yiye
Ghana’s total public debt stock has elevated once again according to new data released by the Bank of Ghana.	Akonta a ɔman yi banke baatan (Bank of Ghan) de ato dwa foforɔ ada no adi sɛ, ɛka a Ghana deɛ no akɔ soro bio.
The earthquake was the greatest disaster the country had ever experienced.	Asasewosow no ne atoyerɛnkyɛm a kɛse pa ara a na esi ɔman no mu pɛn.
To maintain close association with one particular member of the opposite sex while you’re still in this phase can fan the flames of desire and lead to wrong conduct.	Obi nyin du baabi a, nna ho akɔnnɔ tumi yɛ kɛse paa wɔ ne mu. Enti sɛ ɔde ne ho kotwitwi ɔbaa anaa ɔbarima a, ɛbɛyɛ te sɛ nea wode pɛtro ne egya asi faako; akɔnnɔ no mu betumi ayɛ den araa ma ɔde ne ho ahyɛ nneyɛe bɔne mu.
I'd rather not go out today.	Merenyɛ saa nnɛ.
According to him, “We want to restructure the economy and move it from being a mere producer and exporter of raw materials to one that places much greater emphasis on value addition activities.	"Ɔkaa sɛ, ""Yɛpɛ sɛ yɛsakra yɛn sikasɛm mu na yɛbɛfiri ɔman a yɛmane nneɛma mono saa kwa kɔ amanɔne akɔ nea yɛma ho ba mfasopa ansa na yakra."
According to him, no law permitting the burning of seized excavators currently exists in Ghana’s constitution.	Sɛdeɛ ɔkyerɛ no, Ghana mmara biara nni hɔ a ɛma ɛkwan sɛ wɔhyehye ɛsekafeta ahodoɔ a yɛagyegyeɛ.
However, the skin of all snakes has one thing in common: It is firm on the outside and becomes progressively softer toward the inside.	Wedeɛ no bi mu yɛ duru sen bi, na ɛsono sɛnea ebiara te. Akyire no yɛ den kyɛn emu.
They say that those who committed good deeds are reborn into favorable circumstances, whereas those who committed bad deeds are reborn into a life of hardship.	Wɔka sɛ, obi a ɔbɔɔ bra pa ansa na ɔrewu no, sɛ wɔsan wo no ba a, nneɛma kɔ yiye ma no. Nanso sɛ obi ammɔ bra pa na wɔsan wo no ba a, ɛnde amanehunu nko ara.
But Prof. Akosa on Citi TV’s Point of View said the strike is unchanced uponed, given that hematologists are equally qualified to work in laboratories.	Nanso Prof. Akosa kaa wɔ Citi TV Point of View dwumadie so sɛ atuateɛ no nni ngyinasoɔ biara firisɛ dɔkotafoɔ no nso wɔ ho kwan sɛ wɔyɛ adwuma wɔ abɔdeɛ mu mpɛnsɛmpɛnsɛmmubea hɔ.
DOMESTIC cats are mostly nocturnal. Whiskers apparently help them to identify nearby objects and catch prey, particularly after dusk.	NNYINAMOA dodow no ara didi anadwo. Sɛ ade sa a, wɔn ano mfemfem na ɛboa wɔn ma wɔhu baabi a aboa bi wɔ na wɔakyere no.
Former President John Mahama has withdrawn his acceptance of the African Union’s appointment as its High Representative for Somalia Republic.	Ɔmanpanin a watwa mu John Mahama atwe neho afiri African Union abɔdin a wɔde ama no sɛ ananmusini panin a ɔwɔ Somalia.
The President said, when I was in my car, I felt like weeping when we were driving on that road.”	"Ɔmanpanin kaa sɛ, mete me hyɛn mu no na mepɛ sɛ mesu aberɛ a yɛnam kwan no so no."""
