eng	xho
Henry Nyapokoto, the program manager for the group, said Mnangagwas comments run contrary to what he sees going on.	UHenry Nyapokoto, umphathi wenkqubo yeli qela, uthe izimvo zikaMnangagwa zihamba ngokuchasene noko akubona kusenzeka.
But the government has been in overdrive mode to promote mining everywhere in order to reach the $12 billion mining economy.	“Kodwa urhulumente ebekwimo esebenza ngokugqithisileyo ukukhuthaza imigodi kuyo yonke indawo ukuze kufikelelwe kuqoqosho lwemigodi yeebhiliyoni eziyi-12 zeedola.
In fact, it wont (make) ecological sense for Zimbabwe to attain a $12 billion economy based on bad models of production, bad consumption, that leaves a huge ecological footprint or a legacy of an ecological disaster.	Kunjalo nje, ayenzi ngqiqo yendalo ukuba iZimbabwe ifumane uqoqosho lweedola ezili-12 leebhiliyoni ezisekelwe kwiindlela ezimbi zemveliso, ukusetyenziswa okungalunganga, okushiya kusetyesiswe indawo enkulu yendalo okanye ilifa lentlekele yendalo.
We all understand that mining comes with destruction of forests that serves as carbon sinks and habitat for wildlife," Nyapokoto said.	Sonke siyaqonda ukuba imigodi iza nokutshatyalaliswa kwamahlathi asebenza njengendawo yokucoca umoya nendawo apho izilwanyana zasendle zihlala khona,” utshilo uNyapokoto.
Nyapokoto added that Zimbabwe was exploring oil and gas on its northeast border with Zambia, another project that could lead to deforestation.	UNyapokoto wongeze wathi iZimbabwe ihlola ioyile negesi kumda wayo osemntla-mpuma neZambia, enye yezinto enokukhokelela ekutshatyalalisweni kwamahlathi.
Despite the impact of oil and gas on global warming, there will be (a) visible, immediate direct effect of this oil and gas mining on local communities or ecosystems.	Ngaphandle kwempembelelo yeoyile kunye negesi kukufudumala kwehlabathi, kuza kubakho (a) isiphumo esicacileyo, esithe ngqo sale migodi yeoli kunye negesi kuluntu okanye kwinqkubo yendalo.
Land will be cleared for mining and other infrastructure that is going to support that mining.	Umhlaba uya kucocwa ukwenzela imigodi nezinye iziseko zophuhliso eziza kuxhasa loo migodi.
That is contrary to the greening of the economy that they are talking about in Glasgow," Nyapokoto said.	Oku kuchasene nokwenza luhlaza uqoqosho abathetha ngalo eGlasgow,” utshilo uNyapokoto.
He said Zimbabwe was in the top 10 of countries of deforestation, with about 300,000 hectares of forests destroyed annually.	Uthe iZimbabwe ikwishumi lamazwe aphambili ekutshatyalalwisweni kwamahlathi, malunga neehektare ezingama-300,000 zamahlathi ezithi zigawulwe ngonyaka.
But Byron Zamasiya of the Zimbabwe Environmental Law Association says Mnangagwa was genuine in his COP26 address about fighting deforestation caused by need for energy.	Kodwa uByron Zamasiya weZimbabwe Environmental Law Association uthi uMnangagwa wayenyanisekile kwintetho yakhe yeCOP26 malunga nokulwa ukugawulwa kwamahlathi okubangelwa sisidingo sokusebenzisa amandla ombane.
So, the issue of fighting deforestation is a key ingredient for addressing greenhouse gas emissions for Zimbabwe.	“Kungoko ke, umba wokulwa ukutshatyalaliswa kwamahlathi yeyona nto iphambili ekufuneka inikwe iingqwalasela malunga nokukhutshwa kwegreenhouse gas eZimbabwe.
The trees act as a carbon sink since they absorb carbon dioxide, which is a major cause of global warming.	Imithi isebenza njengendawo yokucoca umoya njengoko ifunxa icarbon dioxide, eyona nto ingunobangela wokufudumala kwehlabathi.
What we may want as a country is to make available alternative sources of energy, especially for the rural communities who rely on wood fuel and account for the major part of deforestation.	Into esinokuyifuna njengelizwe kukufumana eminye imithombo yamandla ombane ekhoyo, ingakumbi kuluntu lwasemaphandleni oluthembele kumafutha eenkuni kwaye olunenxalenye enkulu ekugawuleni imithi.
We may also need to promote intensive farming methods as opposed to extensive farming methods that require bigger fields and the clearing of new forests for fields," Zamasiya said.	Kuunganyanzeleka ukuba sikhuthaze iindlela zokulima ngokunzulu ngokuchasene neendlela ezibanzi zokulima ezifuna amasimi amakhulu kunye nokutshatyalaliswa kwamahlathi amatsha ukwenzela amasimi,” utshilo uZamasiya.
The Environmental Management Agency in Zimbabwe has been fining people caught cutting or burning forests. But so far, that hasnt stopped the trees from coming down.	IArhente yoLawulo lokusiNgqongileyo eZimbabwe ihlawulise abantu ababanjwe begawula okanye betshisa imithi. Kodwa ukuza kuthi ga ngoku, oko akukunciphisanga ukutshatyalaliswa kweimithi.
	
Young Africans Struggle With Jobs, Education Amid Pandemic	Abantu abatsha base-Afrika basokola ukufumana imisebenzi, imfundo phakathi kwesifo selizwe lonke. 
The future looked promising for Tinashe Mapuranga, an intern at a leading bank in Zimbabwe who appeared set to get a staff position as soon as he completed his college degree.	Ikamva belikade libonakala lithembisa kuTinashe Mapuranga, umfundi oqeqeshelwa umsebenzi kwibhanki enqenqeza phambili eZimbabwe nothe wabonakala engathi angafumana isikhundla somsebenzi akugqiba izifundo zakhe sasekholeji.
Then the COVID-19 pandemic hit.	Emva koko isifo esichaphazela izwelonke i-COVID-19 safika.
Amid the lockdowns, the 24-year-old was one of the first to be laid off and has no idea when he'll be able to get his degree because of frequent school closures.	Ngelixa kuvaliwe, lo mfo uneminyaka engama-24 waba ngomnye wabokuqala ukugxothwa kwaye akanalo nofifi lokuba uya kukwazi nini ukufumana isidanga sakhe ngenxa yusoloqo kuvalwa izikolo.
It has really affected me a lot in my studies.	Indichaphazele kakhulu ezifundweni zam.
I have no money to buy data and I don't have a personal laptop to study online and keep up like what others are doing," said Mapuranga, who lives with his mother in Chitungwiza, a sprawling working-class area southeast of Harare, the capital.	Andinayo imali yokuthenga idatha kwaye andinayo ilaptop yokufunda kwi-Intanethi ukuze ndiqhubeke njengoko abanye beqhuba, utshilo uMapuranga, ohlala nomama wakhe eChitungwiza, indawo ethe tyaba yabasebenzi kumazantsi mpuma eHarare. ikomkhulu.
I was supposed to finish in November or December 2021, but as of now, we haven't completed much of the work," he said.	“Bekufanele ukuba ndiyagqiba ngoNovemba okanye ngoDisemba ka-2021, kodwa okwangoku, asikabiphi nomsebenzi omninzi,” utshilo.
Truly speaking, I am not sure when I will finish the degree. I can't wait to graduate and find a job and do something tangible in life."	Xa ndithetha inyani, andiqinisekanga ukuba ndizakuzigqiba nini izifundo. ingathi andide digqibe ndifumane umsebenzi ndenze into ebonakalayo ebomini.
Mapuranga spends most of his time at home, tending a tiny vegetable garden that is the family's main source of food.	UMapuranga ixesha elininzi ulichitha esekhaya, ehoyene negadi encinci yemifuno  engumthombo wokutya kolu sapho.
His mother ekes out a living traveling to South Africa to sell things like stone carvings and brooms on the streets, a trade also badly hit by the pandemic.	Umama wakhe uzama ukuphila ngokuthi ahambela eMzantsi Afrika ayokuthengisa ezitalatweni izinto ezifana nemizobo yamatye kunye nemitshayelo, imveliso achaphazeleke kakubi sisifo esihlasela uzwelonke.
We've been trying to hustle to get some money," he said.	“Besizama ukusebenza ukuze sifumane imali,"utshilo.
I tried to do a small business selling cooking gas but the authorities chased us away from the streets.	“Ndizamile ukwenza ishishini elincinci lokuthengisa igesi yokupheka kodwa abasemagunyeni basigxotha ezitalatweni.
My father passed away.	Utata wasweleka.
My mother is into informal business, but it's also down with these lockdowns.	Umama ukwishishini elingekho sikweni, kodwa litsala nzima ngenxa yokuvalwa kwezinto.
Things are not well right now. It's tough."	Izinto azihambi kakuhle ngoku. kunzima."
Mapuranga's situation might look dire, but he says he's concerned about some of his unemployed peers who have fallen into alcohol, drugs and prostitution.	Imeko kaMapuranga ingajongeka inzima, kodwa uthi uxhalabile ngoongxa bakhe abangenamisebenzi abathe baziphosa etywaleni, kwiziyobisi nasekubeni bathengise ngemizimba.
Many youths have lost hope," he said.	“Abantu abatsha abaninzi baphelelwe lithemba,” watsho.
Across Africa, many others like Mapuranga are battling the economic downturn caused by COVID-19, losing jobs and seeing their education disrupted, a survey of people aged 18-24 in 15 countries.	Kwi-Afrika jikelele, abanye abaninzi abafana noMapuranga bajijisana nokuhla kwezinga loqoqosho okubangelwa yi-COVID-19, balahlekelwa yimisebenzi kwaye babona ukuphazamiseka kwezifundo zabo, uphando lwabantu abaneminyaka ephakathi kwe-18-24 kumazwe ali-15.
The pandemic increased the already-high level of unemployment among the group, according to preliminary findings of the second annual Africa Youth Survey.	Isifo esihlasela ihlabathi sonyuse inqanaba elisele liphezulu lentswela-ngqesho phakathi kweqela, ngokweziphumo zokuqala zophando lwesibini lonyaka leAfrican Youth Survey.
Nearly 20% of the 4,500 respondents said they became unemployed because of the pandemic and 37% were forced to stop or pause their education.	Phantse i-20% yabantu abaphendulileyo kubantu abangama-4,500 bathi baphelelwa ngumsebenzi ngenxa yesifo esihlasele ilizwe lonke kwaye i-37% banyanzeleka ukuba bayeke okanye bazimise izifundo zabo.
Another 8% saw their pay docked, 18% had to move back home and 10% said they had to care for family members, according to the survey, which was commissioned by the Johannesburg-based Ichikowitz Family Foundation, whose founder, Ivor Ichikowitz, runs Paramount Group, an aerospace, security and military contractor.	Abanye ayi-8% bawubonile umvuzo wabo, i-18% kwafuneka ukuba babuyele emakhaya kwaye i-10% yathi kufuneka inyamekele amalungu osapho, ngokophando, olwagunyaziswa yi-Ichikowitz Family Foundation eseRhawutini, umseki wayo u-Ivor Ichikowitz. ophethe iParamount Group, inkampani esebenza nge-aerospace, ukhuseleko kunye nekontraka yomkhosi.
Of the 1.3 billion people in Africa's 54 countries, an estimated 250 million are aged 18-24. 	Kubantu abayi-1.3 sebhiliyoni abakumazwe angama-54 aseAfrika, kuqikelelwa ukuba ama-250 ezigidi baphakathi kweminyaka eli-18 ukuya ku-24 ubudala. 
The study was conducted in major urban and trading centers in Angola, Congo, The Republic of Congo, Ethopia, Gabon, Kenya, Malawi, Mozambique	Uphononongo lwenziwe kumaziko amakhulu eedolophu eAngola, eCongo, kwiRepublic of Congo, eEthopia, eGhabon, eGhana, eKenya, eMalawi, eMozambique
Nigeria, Rwanda, South Africa, Sudan, Uganda and Zambia.	eNigeria, eRwanda, eMzantsi Afrika, eSudan, eUganda naseZambia.
The researchers for PSB Insights, a global polling company, were nationals of each country where the survey took place and went door-to-door for in-depth, face-to-face interviews.	Abaphandi be-PSB Insights, inkampani yokuvota yehlabathi, apho abemi belizwe ngalinye kwiindawo apho uphando luqhutywe khona kwaye kungenwa kwindlu nganye kusenziwa udliwano-ndlebe olunzulu, ubuso ngobuso.
People surveyed said the pandemic caused substantial disruptions to their schooling, emphasizing the need for more computers and internet access in Africa for online education.	Abantu abathathe inxaxheba yophando bathi esisifo sikazwelonke sibangela ukuphazamiseka okukhulu kwizifundo zabo, begxininisa kwimfuneko yeekhompyuter ezongezelelweyo kunye nokufikeleleka kwe-intanethi e-Afrika kwimfundo ye-Intanethi.
Bola Badejo, 29, saw her salary at the broadcast station where she worked in Abuja, Nigeria, cut in half, and she complained that she could not make it on the equivalent of $146 a month.	UBola Badejo, oneminyaka engama-29 ubudala, wabona umvuzo wakhe kwisikhululo sosasazo apho wayesebenza khona e-Abuja, eNigeria, inqunyulwa phakathi, yaye wakhalaza ngelithi wayengenakukwazi ukuphila ngemali elingana ne-146 yeedola ngenyanga.
I was already poor and I was working just for the sake of doing the job," she said. Then, in April 202, she was laid off.	“Ndandihleli ndisokola kwaye ndisebenzela nje ukwenza umsebenzi,” utshilo. Kwandula ke, ngoAprili 202, wagxothwa emsebenzini.
I fell into depression because the whole thing was really sad. I felt I had nowhere to go," Badejo said.	Wakhathazeka emphefumlweni ngenxa yokuba yonke into yayibuhlungu ngokwenene. Ndaziva ndingenayo indawo yokuya, kusho uBadejo.
After seven months without a job, she started a home cleaning business, and that has boosted her outlook, she said.	Emva kweenyanga ezisixhenxe engenawo umsebenzi, uye waqalisa ishishini lokucoca amakhaya, kwaye oko kuye kwaqaqambisa indlela abona ngayo izinto, utshilo.
Badejo is typical of many who have found different ways to support themselves.	I-Badejo yinto eqhelekileyo kwabaninzi abaye bafumana iindlela ezahlukeneyo zokuzixhasa.
In 2020, about 40% of those surveyed expressed optimism about the future.	Ngo-2020, malunga nama-40% yabo bathathe inxaxheba kuphando babonise ukuba nethemba ngengomso.
The pandemic dented that confidence, lowering it to 31%, according to the survey.	Isifo kikazwelonke  sehlise kuzithemba, lehle lafika ku-31%, ngokutsho kophando.
Uganda has had two lockdowns since April 2020, the second of which was relaxed in July. But businesses involving close human interaction — bars, gyms and nightclubs — remain closed by presidential order, leaving many young people without work.	I-Uganda ivalwe kwade kwakabini ukusukela ngo-Epreli ka-2020, ekwesibini okwaku ngekho ngamadla ngoJulayi. Kodwa amashishini abandakanya intsebenziswano esondeleyo yabantu - iindawo zotywala, iindawo zokuzilolonga kunye neendawo zomjuxuzo zasebusuku - zahlala zivaliwe ngokomyalelo kamongameli, eshiya abantu abatsha abaninzi bengenamsebenzi.
Ronald Maathe, a 25-year-old janitor at a gym outside Uganda's capital of Kampala, shook his head sorrowfully when saying that his monthly salary is now the equivalent of $43.	URonald Maathe, oneminyaka engama-25 ubudala, ongumgcini wesakhiwo kwindawo yokuzilolonga ngaphandle kwekomkhulu laseUganda eKampala, wanyikinya intloko esiva kabuhlungu xa esithi umvuzo wakhe wenyanga ngoku ulingana ne-$43.
