fr	fon
Compte tenu de la situation sanitaire liée au Covid 19, les réflexions sont en cours avec les autorités nigérianes pour déterminer le mode de distribution de ces pièces personnelles aux Béninois concernés.	119- Ɖó azɔnkwín kolonâ ée ɖò gbɛ ɔ́ jí din wú ɔ́‚ ye ɖò tamɛlin xá gǎn Awɔnlin tɔn lɛ́ɛ wɛ̀ bó ná dó tuun lě è ná má mɛdógesiwéma nɛ́ lɛ́ɛ nú Benɛ̂ vǐ nɛ́ lɛ́ɛ gbɔn é.
Les préparatifs des élections communales du 17 mai 2020 continuent à la Commission électorale nationale autonome (Cena).	120- Nǔsɔ́ nú sɔ́mì sɔ́mì tokpɔnlagán lɛ́ɛ tɔn ée ná tîin ɖò azǎn 17ɔ́ nǔxwásùn xwè 2020ɔ́ tɔn gbè ɔ́ ɖò nukɔn yì wɛ̀ ɖò xwé ée ɖɔ̀nǔ dó sɔ́mì sɔ́mì bíbló wú ɖò tò mìtɔn mɛ̀ é gbè (CENA).
Il a été procédé ce 15 avril au tirage au sort du positionnement sur le bulletin unique.	"""121- """"CENA"""" sɔ́ tɛnmɛ nú agbahwlɛntɔ́ lɛ́ɛ ɖò sɔ́mì sɔ́mì wéma ɔ́ jí ɖò azǎn 15ɔ́ lidósùn ɔ́ tɔn gbè."""
“Tenant compte de la nécessité de concilier la commémoration de cet événement important avec la sécurité sanitaire des populations, le Conseil a décidé qu’elle se tiendra dans la sobriété absolue, sans manifestations nécessitant des regroupements de personnes tels que le défilé et autres réjouissances”, indique le communiqué du conseil des ministres.	"""580- """" Nǔ tají wɛ́ nyí bɔ̀ è ɖò ablɔɖe xwè ɔ́ ɖù wɛ̀ ɔ́ è ná wɔn azɔnkwín ée ɖò tò mɛ̀ é ɔ́ ǎ. Mɔ̌ wú wɛ̀ gǎn-hɔn-yì-tɔ́ lɛ́ɛ yì kpá bó ɖɔ̀ è ná sɔ́ xwè  ɔ́ sín afɔ ɖòtè kpowun wɛ̀; è ná bló nǔ è ná dɔn agùn Kplé é ɖě ǎ : sɔ́jà lɛ́ɛ sín zɔnlin zunzun kpódó xwè gannyǐ gannyǐ kpán ɖě ɖè ǎ """"‚ nǔ è ɖɔ̀ nú è sè è gǎn-hɔn-yì-tɔ́ lɛ́ɛ lá ɔ́ ɖɔ̀ é nɛ́."""
Le gouvernement annonce en lieu et place un “dépôt de gerbe au pied du Monument au Morts” et une “revue des troupes symbolique”.	"""581- Acɛkpìkpà ɔ́ ɖɔ̀ è ná gbɔ́ bó """"sɔ́ flowa dó tɛn è nyí má ná wɔn mɛkúkú lɛ́ɛ tɔn é"""" bó ná lɛ́ ɖisa yì kpɔ́n nɔtɛn ahwankpá sín wuntun ɔ́ tɔn."""
Cette célébration minimum est prévu pour “honorer la mémoire de nos illustres disparus et saluer nos Forces de défense et de sécurité”.	"""582- Xwè ɖùɖù kplewun nɛ́ ɔ́ sín nǔwíwá lɛ́ɛ ɔ́‚ è ná bló bó ná """" sɔ́ mɛ vivɛna mìtɔn è kú lɛ́ɛ kpódó sɔ́jà hwan mìtɔn kpán sù""""."""
Le président de la République s’est exprimé sur la crise sanitaire du coronavirus dans un entretien diffusé par la télévision nationale ce dimanche 29 mars à quelques heures de l’entrée en vigueur du cordon sanitaire autour de 10 communes du sud du Bénin.	583- Tògán tò ɔ́ tɔn ɖɔ̀xó dó azɔnkwín kolonâ wú ɖò xó è cyan xá ɖɔ̀-nú-è-sè zɔ́ wá tɔ́ lɛ́ɛ bɔ̀ gbaví nukpɛ́nnɔ gɔnu tò ɔ́ tɔn ɔ́ jlá è mɛ̀ ɖò aklunɔzángbè azǎn 29ɔ́ xwèjísùn ɔ́ tɔn mɛ̀ é ; gàn xixo yɔywɛ ɖé bɔ̀ tutomɛ è è sɔ́ ɖayǐ bó ná sí globoto dó tokpɔnla wǒ ée ɖò tofɔligbé Benɛ tɔn é lɛ́ɛ ná bɛ́ azɔ̌.
En 10 minutes, le chef de l’Etat a répondu aux questions de la journaliste Angela Kpeidja, évoquant notamment l’efficacité des mesures décidées par son gouvernement et surtout son optimisme quant à l’issue de la lutte.	584- Ɖò cɛ́jú wǒ mɛ̀ ɔ́‚ tògán ɔ́ yígbè nú nǔkanbyɔ́ mɛ ɖɔ̀-nú-è-sè zɔ́ wá tɔ́‚ Angela Kpeija tɔn lɛ́ɛ‚  bó ɖɔ̀ tutomɛ è acɛkpìkpà ɔ́ sɔ̀ ɖòtè bó ná fun ahwan xá azɔnkwín ɔ́ nyɔ́‚ é ká lɛ́ ɖi nǔ ná.
Angela Kpeidja: Monsieur le Président, depuis des semaines, le Bénin, à l’instar des autres pays du monde, est confronté à un choc sanitaire sans pareil pour notre génération, pourquoi êtes-vous resté silencieux depuis ce temps ?	585- Angela Kpeija : Mɛɖaxó sísí jɛxa ‚ sín sùn mɔkpán ɖye ɔ́‚ Benɛ ɔ́‚ ɖi gbɛ ɔ́ bǐ ɖɔhun ɔ́‚ jɛ azɔnkwín kolonâ ɔ́ sín alɔ mɛ̀‚ azɔnkwín ɔ́ nyagló mǐ ‚ bɔ̀ kúnkàn mìtɔn ko mɔ nǔ mɔ̌wun kpɔn gbeɖé ǎ. Aní wú mí ká nabwɛ́ sín hwenɛnu ?
Patrice Talon : Mme Kpeidja, vous avez dit “choc sanitaire” et vous avez bien raison.	586- Patrice TALƆN : Nɔè Kpeija‚ mí ɖɔ̀ azɔnkwín nyagló mǐ ‚ hwɛ mítɔn jɔ.
Pour la direction de la Bsic, l’objectif du don est de manifester la solidarité du groupe bancaire à l’endroit des autorités béninoises.	587- Nú azɔxwé gbásá Bsic tɔn ɔ́‚ linlin nǔníná tɔn wɛ̀ nyí ɖɔ̀ akwɛ́sɛxwetɛn ɔ́ ní dalɔ nukɔntɔ́ Benɛ tɔn lɛ́ɛ.
“Notre motivation a été véritablement de pouvoir accompagner le gouvernement béninois dans sa lutte pour enrayer cette pandémie qui nous menace”, a expliqué le directeur général de la Bsic au Bénin.	"""588- """"Nǔ è sɔ́ akpàkpà mǐ ɔ́ wɛ́ nyí ɖɔ̀ mì ní dalɔ acɛkpìkpà ɔ́ ɖò ahwan è fun xá azɔnkwín ée ɖò jɔngwǐn jɔngwǐn dó nú mǐ wɛ̀ é mɛ̀"""" ‚ nǔ è nukɔntɔ́ Bsic Benɛ tɔn ɖɔ̀ ɔ́ nɛ́."""
La direction de la banque a également marqué son soutien aux mesures prises par le gouvernement face à la pandémie en s’engageant à les respecter.	589- Azɔxwé gbásá akwɛ́sɛxwetɛn ɔ́ tɔn ɔ́ ɖɔ̀ émí ná lɛ́ dalɔ acɛkpìkpà ɔ́ ɖò gbetakɛ́n tɔn lɛ́ɛ nyìnyì lí nù bónú azɔnkwín ɔ́ ná yì tó.
Il s’agit notamment de la centrale thermique de Maria-Gléta 2, la centrale thermique de Maria-Gléta 3 (en cours de réalisation) et la centrale solaire photovoltaïque construite dans le cadre du projet DEFISSOL.	1878- Zo hlɔ́nhlɔ́n zɔwatɛn nɛ́ lɛ́ɛ wɛ nyí ée ɖò Maria-Gléta2 ɔ́‚ ée ɖò Maria-Gléta3 ɔ́ (è ɖò éyɛ́ gbá wɛ) kpódó zo hlɔ́nhlɔ́n zɔwatɛn ée nɔ zán hwesivɔ hlɔ́hlɔ́n bɔ è gbá ɖò tutomɛ DEFISSOL lí nù é ɔ́ kpán.
Selon le gouvernement, la nouvelle société sera détenue par l’Etat.	1879- Nú acɛkpìkpà ɔ́‚ azɔxwé nɛ́ ɔ́‚ axɔsú wɛ ná kpénúkún wú.
Les membres du son conseil d’administration ont aussi été nommés par le conseil des ministres.	1880- Mɛ ée ná nɔ azɔxwé nɛ́ nù lɛ́ɛ ɔ́‚ gǎn-hɔn-yì-tɔ lɛ́ɛ wɛ ná yì hɔn lóbó ná sɔ yě.
Le Banque ouest-africaine de développement (BOAD) a un nouveau président en la personne de Serge Ekué.	1881- Serge Ekué wɛ nyí gǎn ɖò akwɛsɛxwetɛn tò è ɖò hwe yì xɔ wà jí lɛ́ɛ tɔn é.
C’est un Béninois qui va succéder à un autre, Christian Adovelandé qui aura dirigé la BOAD pendant neuf ans (2011-2020).La nomination de Serge Ekué “intervient après avis favorable de la Conférence des Chefs d’Etat et de Gouvernement de l’UEMOA, sur proposition des plus Hautes Autorités Béninoises, conformément aux textes en vigueur au sein de l’Institution”, précise communiqué de l’institution.	1882- Benɛ ví ɖevo wɛ ná jɛ ɖě ɔ́ tɛn mɛ̀‚ Christian Adɔvɛlaɔɖe wɛ nɔ BOAD nù nú xwè tɛ́nnɛ́ (2011-2020). Tògán ée ko ɖò tò è ɖò UEMOA mɛ̀ lɛ́ɛ bǐ wɛ kplé bó ze Christian Ekué ɔ́‚ gbɛtɔ́ núkún ɖéjí Benɛ tɔn lɛ́ɛ wɛ xwlé é ‚ lě BOAD sín sɛ́n ɔ́ zɔ́n gbɔn é.
Le nouveau président de la BOAD va prendre fonction à la tête de la banque de développement siégeant à Lomé le 28 août prochain selon le même communiqué.	1883- Gǎn yɔyɔ BOAD tɔn ɔ́ ná bɛ́ azɔ̌ ɖò nɔtɛn azɔxwé ɔ́ tɔn ɖò Lomɛ ɖò azǎn 28ɔ́ avùvɔsùn è jǎwe ɔ́ tɔn gbè.
Ces mesures doivent être respectées.	71- É ɖó ná nyìsɛ́n nɛ́ lɛ́ɛ dandan.
Le ministre de la Santé a fait, ce mercredi 20 janvier, un nouveau point sur l’évolution de la pandémie de Covid-19 au Bénin.	72- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú ɔ́‚ ɖò azǎn 20ɔ́ aluunsùn ɔ́ tɔ̀n ɔ́‚ ɖó kɛ́n lě azɔnkwín kolonâ ɔ́ ɖò yìyì wɛ̀ gbɔn ɖò Benɛ̂ tò mɛ̀ ɔ́ tɔn.
Les chiffres de la maladie semblent repartir à la hausse après une tendance baissière.Le Bénin enregistre une recrudescence des cas de Covid-19 selon Benjamin Hounkpatin.	73- Mɛ sɔ̀xà nabí è bɛ́ azɔnkwín lɛ́ ɖò jijɛjí wɛ̀ ‚ é ká ko cí ɖayǐ ɖɔ̀ azɔnkwín ɔ́ ko ɖò yìyì wɛ̀ ɖɔhun. Nú Benjamin Hùnkpátín‚ Mɛ sɔ̀xà è bɛ́ Kovidi-19 ɖò Benɛ̂ tò mɛ̀ ɔ́ jɛ́jí vlawun.
Depuis le début de l’année, le nombre moyen de cas par jour est passé de 8 à 17.	74- Xwè ɔ́ bíbɛ́ hwenu ɖokpóo ɔ́  gbɛtɔ́ ná yì 8 alǒ 17 mɔ̌ wɛ́ nɔ́ bɛ́ azɔnkwín kolonâ ɔ́.
Et en huit jours, 5 nouveaux décès sont survenus dus au coronavirus.	75- Ɖò azǎn tantɔn gblamɛ ɔ́‚ gbɛtɔ́ atɔ́ɔn wɛ̀ kolonâ ɔ́ hù.
Finies donc la stabilisation et tendance baissière notées pendant les quatre derniers mois de 2020, constante le ministre de la Santé.	76- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú ɖɔ̀ lě bɛsín sùn ɛnɛ è mì dó gudo wá yì din lɛ́ɛ mɛ̀ ɔ́‚ azɔnkwín ɔ́ má sɔ́ jɛ́jí ǎ lóbó ɖò dò yì wɛ̀ ɖò tò mìtɔn mɛ̀ ɔ́‚ nǔ mɔ̌wun fó.
A la date du 19 janvier 2021, le Bénin compte 250 cas actifs sur un total de cas de 3595.	77- Ɖò azǎn 19ɔ́ aluunsùn xwè 2021 gbè ɔ́‚ gbɛtɔ́ 250 (afɔɖé wǒ) wɛ́ ɖó kolonâ ɔ́ ɖò mɛ 3595 ée sín lanmɛ gbéjé kpɔ́n wɛ̀ è ɖè lɛ́ɛ mɛ̀.
Cette situation qui devient récurrente a un impact négatif sur les efforts d’assainissement de la mairie de Cotonou.	199- Nǔ mɔ̌wun wá ɖò kpɔ́ sú wɛ̀ bó ɖò awakanmɛ kú dó nú gǎn è dó wɛ̀ tokpɔnla gbásá Kútɔ́nú tɔn ɖè ɔ́ wɛ̀.
“On ne peut pas continuer à laisser perdurer ce genre de comportement” a déclaré, le procureur de la république.	"""200- """" È síxú jó walɔ gblegle nɛ́ dó bɛ́ yí kàn ǎ """"‚ hwɛɖɔ̀tɔ́ tò ɔ́ tɔn ɔ́ wɛ̀ ɖɔ̀ mɔ̌."""
Les personnes prises en flagrant délit de dépôt d’ordures sur la place publique seront systématiquement mises en garde à vue.	201- Mɛ ée wú alɔ ná jɛ̀ bɔ̀ ye ná ɖò zunkɔ́ kɔ́n dó tò kplé yí jí wɛ̀ lɛ́ɛ ɔ́‚ è ná dó yě gàn.
La ministre du numérique et de la digitalisation a rendu publiques les grandes activités de son département au cours de l’année 2021.	202- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpé núkún dó mɔkàn wú sɔ́ azɔ̌ ɖaxó è é wá lɛ́ɛ xlɛ́ tòví lɛ́ɛ.
C’était au cours d’une cérémonie qui a eu lieu ce mardi 23 février 2021 à Cotonou.	203- Nǔwíwá nɛ́ ɔ́ tîin ɖò táatagbè azǎn 23ɔ́ zofínkplɔ́sùn xwè 2021ɔ́ tɔn gbè ɖò Kútɔ́nú.
Pour l’occasion, Aurélie Adam Soulé Zoumarou étaient entourés de ses collègues de la communication et de la Poste, Alain Orounla et des Affaires étrangères, Aurélien Agbénonci.Comme en 2020, le gouvernement met à la disposition du public et des acteurs de l’écosystème du numérique, la feuille de route et les différentes activités de l’année.	204- Ɖó tɛ̀n nɛ́ ɔ́ mɛ̀ ɔ́‚ Aurélie Adam Soulé Zumaru ɖò fínɛ́ bɔ̀ azɔ̌gbɛ tɔn ée ɖɔ̀nǔ dó wɛndídó kpódó wěmá-sɛ́-dó-tɛ̀n kpán wú ɔ́‚ Alain Orunla lɔ́ɔ gɔna; mɛ ɖɔ̀nǔ dó tò gudo xó lɛ́ɛ nù ɔ́‚ Aurélien Agbenɔsi lɔ́ɔ hán ɖò tɛ̀n nɛ́ ɔ́ mɛ̀ ǎ. Ɖi xwè 2020 ɖɔhun ɔ́‚ Acɛkpìkpà sɔ́ nǔ è ná wà wɛ́ ɖè ɖò xwè ɔ́ mɛ̀ ɔ́ xwlé tò kpódó mɔkàn zɔ́ wá tɔ́ lɛ́ɛ bǐ kpán.
Dans sa présentation, Aurélie Adam Soulé Zoumarou est revenue, dans un premier temps, sur l’exécution de l’agenda 2020.	205- Ɖò xó è ɖó bó ná ɖɔ̀ lɛ́ɛ mɛ̀ ɔ́‚ Aurélie Adam Soulé Zumaru tó wá nǔ è ɖòtè bɛ́ ɖò ná wà wɛ̀ ɖò xwè 2020ɔ́ mɛ̀ ɔ́ jí hwɛ̌.
Elle a fait observer que les projets inscrits ont été démarrés ou achevés.	206- É xlɛ́ mɛ lɛ́ɛ ɖɔ̀ nǔ è è lɛ̌n bó ná wà ɖò xwè ɔ́ mɛ̀ lɛ́ɛ bǐ wɛ̀ ye fó alǒ alɔ ko jɛ́wú.
>>> Tout sur le Covid-19 Après cette première injection , Benjamin Hounkpatin recevra une 2è dose le 31 mai dans le but d’induire une réaction efficace et durable de l’organisme contre le coronavirus.	816- Xó è kàn Kovidi-19 è bǐ : yɛ̌n nukɔntɔn dídó nɛ́ gudo ɔ́‚ Benjamin Hùnkpátín ná lɛ́ɛ dó wegɔ́ ɔ́ ɖò azǎn 31ɔ́ nǔxwásùn ɔ́ tɔn gbè bó ná nyí Kpɔndewu ɖò tutomɛ ée ɖò za li xá azɔnkwín Kovidi-19 wɛ́ é gɔ́n.
Le ministre de la santé a ensuite invité les personnes concernées par les critères énumérés à se faire vacciner sans crainte.	817- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú é ɔ́ lɛ́ ɖò mɛ ée yɛ̌n nɛ́ ɔ́ kàn é lɛ́ɛ dá wɛ nú ye ná síxú yí dó xɛsi mɛvo.
La vaccination ne dispense pas cependant du respect des gestes barrières selon le professeur Benjamin Hounkpatin.	818- Yɛ̌n ɔ́ dídó ká ná zɔ́n bɔ è ná gɔn walɔ ɖagbe è ɖó bó nyì alɔ nú azɔnkwín ɔ́ ɖó ǎ‚ Benjamin Hùnkpátín wɛ́ ɖɔ mɔ̌.
Les trois nouveaux cas sont tous des ressortissants ivoiriens résidant au Bénin.	599- Mɛ tɔn ɖò yemɛ bɔ ye bǐ gosin Abijan tò mɛ̀.
Deux ont récemment voyagé dans la sous-région.	600- Mɛ ɖò yemɛ bó dan hùn gbɔn Aflika gbé ɔ́ jí.
A leur retour à Cotonou, ils n’ont pas respecté l’auto-isolement qu’ils devraient observer selon le ministère de la Santé.	601- Ée ye lɛ̀kɔ̀ wà Kutɔnu ɔ́‚ ye dó yeɖee va lě gǎn-hɔn-yì-tɔ́ gbásá ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú ɔ́ byɔ́ gbɔn é ɔ́ ǎ.
L’un est âgé de 41 ans et le l’autre 56 ans.	602- Mɛɖé ɖó xwè 41 bɔ mɛ ɖě ɔ́ ɖó xwè 56.
Le fils de ce dernier, 18 ans, est le troisième patient diagnostiqué positif au nouveau coronavirus.	603- Vǐ sunnu mɛ è ɖó xwè 56 ɔ́ tɔn ɔ́ ɖó xwè 18 bó nyí mɛ atɔngɔ́ ɔ́ ée kolonâ ɖè é.
Ils sont sous traitement et leur état est “satisfaisant”.	604- È ɖò ye tɔ́jú wɛ̀ bɔ lanmɛ yetɔn ká ɖò wadaa cí wɛ̀.
Coronavirus au Bénin : Trois nouveaux cas confirmés, des communes seront isolées Le comité de crise dirigé par le chef de l’Etat, Patrice Talon se réunissait également ce 23 mars.	605- Nǔ è kunkpla kolonâ ɖò Benɛ é : è lɛ́ mɔ azɔnkwín ɔ́ ɖò mɛ atɔn ɖevo lɛ́ɛ wú ‚ è ɖó ná sɛ̀ tokpɔnla ɖě yì zɔ̀ nú ɖě. Gbɛta è nù wɛ̀ tògán ɖè ɔ́ yì kpá ɖò azǎn 23ɔ́ xwèjísùn ɔ́ tɔn.
Le ministre de la Santé a rendu publiques d’autres mesures décidées pour renforcer la la lutte contre la propagation de la Covid-19.	606- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú é ɔ́ lɛ́ lá gbetakɛ́n yaɖé yaɖé ɖevo lɛ́ɛ è è ná dó liza xá azɔnkwín Kovidi-19 ɔ́ ná é.
Il s’agit d’abord du réaménagement du calendrier scolaire permettant d’anticiper les congés de Pâques pour les élèves et écoliers.	607- Gbɔjɛ kléwún zán Pasikwa tɔn ɔ́ wɛ̀ è ná yá wǔ ná azɔmɛ ví dòkɔ̀ tɔn lɛ́ɛ kpódó linsinmɛ tɔn lɛ́ɛ kpán.
Décentralisation au Bénin : quel bilan après 17 ans de mise en oeuvre ?	608- Acɛkpìkpà sɛ̀ afɔ wá dòkɔ̀ ɖò Benɛ : kɛ́n tɛ́ è ká síxú ɖó sín xwè 17 ɖye ɖokpóo è è sɔ́ nǔ nɛ́ ɖayǐ é.
Reportage : Hospice HOUNTONNOU	609- Yɛ yíyí : Hospice Huntɔnnu.
C’est par un décret portant convocation du corps électoral que le président de la République a fixé la date des élections qui renouvelleront les conseils communaux élus en juin 2015 pour un mandat de cinq ans.	610- Gbetakɛn wɛ̀ tògán ɔ́ sɔ́ bó ylɔ́ mɛ ée nɔ́ ɖó nù ɖò sɔ́mì sɔ́mì mɛ̀ lɛ́ɛ bǐ sín kplé bó dó sɔ́ azǎn è jí sɔ́mì sɔ́mì ná nɔ̀ é bó lɛ́ kpikpe tokpɔnlagán è è sɔ́ ɖò ayidósùn xwè 2015ɔ́ tɔn mɛ̀ dó nukɔn nú ye ná bló xwè 5.
Le cordon sanitaire mis en place permettra de circonscrire la zone dans laquelle les personnes infectées ont eu des contacts avec d’autres.	298- Xá è mɛ̀ è lɛ́nǔ dó nɛ́ ɔ́ ná dalɔ mɛ bɔ̀ è ná síxú sí globoto dó mɛ ée azunzɔnnɔ nɛ́ lɛ́ɛ ɖó wǔ kpɔ́ xá lé.
L’objectif visé est de limiter un flux important de personnes, un brassage entre les populations présentes dans ce périmètre avec celles des autres communes.	299- Linlin tají ée ɖò xá nɛ́ ɔ́ sɔ́ ɖayǐ mɛ̀ ɔ̀ wɛ́ nyí ɖɔ̀ è ní ɖè alɔ kpò nú gojíján mɛ ée ɖò globoto nɛ́ ɔ́ mɛ̀ lɛ́ɛ xá mɛ è má ɖè mɛ̀ ǎ lɛ́ɛ.
Toutefois, des autorisations spéciales seront délivrées pour des situations exceptionnelles pour passer ce cordon.	300- É ɖò mɔ̌ có‚ hwenu nǔɖé ná fyán mɛɖé ɔ́‚ è ná nɛ́ɛ gbè tɔn bɛ́ ná síxú dásá xá ɔ́.
La mise à disposition des semences et plants de qualité et des intrants spécifiques a constitué la première étape de la démarche du gouvernement pour assurée une campagne agricole réussie.	301- Nǔkún è è ná dó lɛ́ɛ é kpódó jɛ̀ è è ná dó nú nǔ lɛ́ɛ kpán ée acɛkpìkpà ɔ́ sɔ́ jó ɔ́ wɛ́ nyí afɔ nukɔntɔn è é ɖè bó ná dó ɖéxlɛ́ ɖɔ̀ nǔdídó xwè ɔ́ tɔn ɖò ná nyɔ́ wɛ́ é nɛ́.
“Nous disposons d’un peu plus de 1300 tonnes de semences certifiées de maïs, d’un peu plus de 580 tonnes de semences certifiées de riz et à peu 590 tonnes de semences certifiées de soja.	"""302- """" Mì ɖó gbadé já tɔ́nù afatɔ́n afɔɖé kanwe ko jɛji‚ mɔlinkún já tɔ́nù afowe kɛnnɛ ko jɛji kpódó sojáa já tɔ́nù afowe kɛnɛ gban kpán""""."""
A cela s’ajoutent également les stocks résiduels de semences de l’année passée”, explique Roland Justin Zoglobossou, directeur de la production végétale au ministère de l’agriculture, de l’élevage et de la pêche.	"""303- """"Có bɔ̀ nǔkún já ée lán xwè è wá yì é lɛ́ɛ lɔ́ɔ gɔna"""" ‘ Roland Justin Zoglobosú‚ nukɔntɔ́ ée nɔ́ kpénúkún dó nǔkún dídó ɖò gǎn-hɔn-yì-tɔ́ gbásá ée nɔ́ kpénúkún dó glèlílɛ́‚ kanlin nyìnyì kpódó hwe huhu kpan wú é wɛ́ tín nǔ nɛ́ ɔ́ mɛ̀."""
Outre les filières à haute valeur ajoutée, comme l’ananas, d’autres filières agricoles bénéficient également du dispositif d’appui-conseil.	304- Gɔ́ nú glèlílɛ́ kpáxwé ée xɔkwɛ́ ganjí ‚ ɖi anana dídó ɖɔhun ɔ́‚ glèlílɛ́ kpáxwé ɖevo ná lɛ́ mɔ alɔ dó mɛ ɖò wěɖéxámɛ lí xò acɛkpìkpà ɔ́ tɔn.
Le top a été donné ce 18 mars 2021 à Cotonou.	2180- È hùn nǔ sín nù ɖò azǎn 18ɔ́ xwèjísùn xwè 2021ɔ́ tɔn gbè ɖò Kutɔnu.
Les demandes de cartes effectuées entre septembre 2020 et janvier 2021 sont prises en compte C’est un soulagement pour les citoyens privés de pièces depuis des mois.	2181- Mɛdógesiwéma yɔyɔ mɔkàn jí tɔn nɛ́ è è byɔ sín zoosùn xwè 2020ɔ́ tɔn mɛ̀ wá yì jɛ aluunsùn xwè 2021ɔ́ tɔn mɛ̀ lɛ́ɛ bǐ wɛ tɔ́n‚ bɛ́ nyí xomɛ hùnhùn nú nú tòví ée ɖó hudo mɛdógesiwéma tɔn sín sùn mɔkpán ɖye ɖokpóo lɛ́ɛ é.
L’attente ne sera plus longue désormais d’après les assurances de Cyrille Gougbédji, gestionnaire mandataire de l’ANIP.	2182- È sɔ ná nɔ lín sɔ mɔ̌ cóbó ná nɔ tɔ́n din ǎ ‚ lě gǎn ée kpacɛ dó ANIP nù ɔ́‚ Cyrille Gougbédji  ɖɔ é nɛ́.
Il explique que le projet de mise en place d’un centre national de personnalisation des titres sécurisés est en cours de finalisation.	2183- È tínmɛ ɖɔ mɛjí tutomɛ azɔxwé gbígbá tɔn ɖokpó ɖò tè bó ná nɔ kpénúkún dó nyǐ ɖè tòví lɛ́ɛ wú.
Après son évaluation, les demandes formulées seront satisfaites dans la même semaine de dépôt de dossier.	2184- É ɖɔ lě nǔ lɛ́ɛ ɖò cící gbɔn wɛ ɔ́‚ è byɔ mɛdógesiwéma yɔyɔ mɔkàn jí tɔn nɛ́ ɔ́ din ɔ́‚ aklunɔzangbla ɖokpó ko kpé bɛ́ ná tɔ́n.
Cyrille Gougbédji, a aussi rappelé qu’à partir du 1er avril prochain, toute naissance intervenant sur le territoire sera systématiquement enrôlée au Ravip.	2185- Cyrille Gougbêdji lɛ́ tínmɛ ɖɔ bɛsín azǎn nukɔntɔn lidósùn ɔ́ tɔn ɔ́‚ vǐ ɖěbǔ è è ná jí ɖò Benɛ ɔ́‚ è ɖó ná bló Ravip níí.
Les responsables du parti ont décidé saisir la cour suprême pour gérer le contentieux.	1550- Nukɔntɔ́ tòxó ɖɔ gbɛta ɔ́ tɔn lɛ́ɛ ɖɔ émí ná ylɔ́ xó ɔ́ ɖò hwɛɖɔgbásá dódó bɛ́ ná gbò hwɛ nú yě.
Le Bloc Républicain (BR), l’Union Progressiste (UP) et les Forces Cauris pour un Bénin Emergent (FCBE) ont reçu leur récépissé ce 13 mars.	1551- Bloc Républicain (BR)‚ Union Progressiste (UP)‚ kpódó Force Cauris pour un Bénin Émergent (FCBE) kpán wɛ kpéwú bó yí wěmá yetɔn ɖò azǎn 13ɔ́ avùvɔsùn ɔ́ tɔn gbè.
le Parti du renouveau démocratique (PRD), le parti Force cauris pour le développement du Bénin (FCDB),le Mouvement des élites engagés pour l’émancipation du Bénin, l’Union démocratique pour un Bénin nouveau (UDBN), le Parti pour l’engagement et la relève (PER) se sont fait délivrer les leur ce 14 mars.	1552- Parti du Renouveau Démocratique (PRD)‚ Force Cauris pour le Développement du Bénin (FCDB)‚ Mouvement des Élites Engagés pour l'Émancipation du Bénin ‚ Union Démocratique pour un Bénin Nouveau (UDBN)‚ kpódó Parti pour l'Engagement et la Relève (PER) kpán ɔ́‚ yedɛlɛ́ɛ yí wěmá yetɔn ɖò azǎn 14ɔ́ xwèjísùn ɔ́ tɔn gbè.
