fr	bbj
Tout en vous souhaitant bonne réception je vous transmet Monsieur le Ministre mes vives salutations et celles du peuple Camerounais.	Gaə wə́ nə̂ sʉ̌m gaə́ ŋkhʉɔ ŋwák bí po pəpúŋ bí n shya mca'tə mə̌ pú a myə́ poá Kaməlûn bí tá Ŋwâlǎ'.
Actualités of Thursday 16 September 2021.	Mcùŋ Sɛ̂sǔ tyə̂' 16 nə́ ŋkə̂mbiyɛ́ 2021.
Il décède 3 jours après l’assassinat de son fils militaire au NOSO.	 Pú zhwə́ mú ě kətú' NOSO a ghə tyə̂' tá e pfû yə́.
Le soldat Amedée Tetang est mort le 13 septembre Son père l’a suivi trois jours après Des Camerounais réclament la fin de la guerre au NosoCamerounWeb vous le rapportait.	Sə̌ŋwì Amédée Tétang kə̂ pfú tyə̂' 13 nə́ Ŋkə̂mbiyɛ́  a cyə̂ tyə̂' tá táp e ntʉ́m zhʉ̌m é Poá Kaməlûn bó dɔ̂ gaə̂ shù Noso míí pá' camerounweb lə̂ bó ntátə́ lə.
7 soldats camerounais ont été abattus le 13 septembre 2021 à Kumbo (Nord -Ouest) par des éléments des groupes armés séparatistes.	Pə ghaptəgǔŋ kě bə́ tyə̂' 13 nə Ŋkə̂mbiyɛ́ 2021 tám msə́ŋwì Kaməlûn 7 kúmbo (ghə̌ŋlá' zhəŋkà' bînam).
Parmi les victimes figure le soldat Amedée Tetang.	Amédée Tétang bə́ nə́ pɔ pyə nwə gə wáp lə.
Selon les informations le père de celui -ci n'a pas pu supporter la mauvaise nouvelle et a rendu l’âme à son tour trois jours après le décès de son fils.	Mcǔŋ gaə́ táp e kə sɔ̌k  vû mú e kə́kɔ́ a cyə̂ tyə̂' tá é cə́ kə̂ŋ tsyə́.
La même source indique également que le soldat Amedée Tetang laisse derrière lui un orphelin de 3 jours et une famille dévastée par la perte de deux êtres chers.	Mcùŋ bɔ́ɔ bìŋ gaə́ sə̌ŋwì Amedée Tetang ták ta' mûshyə́ tyə̂' tá gə tá tuŋdyə́ bə tsǒ kú é dú nə vû pɔ pʉə́ə́ mtyɔdə̀ŋ.
La guerre dans les régions du Nord -Ouest et du Sud -Ouest du Cameroun a fait des milliers de morts et de déplacés.	Shu ntʉ́m mghə̌ŋlá' zhəŋkà' bînàm púa zhəŋsîsǐ bînàm  Kaməlûn ghə vəŋ pɔ́ pfʉ́ shə́ kʉ̂ mlâ' máp.
L’option militaire préconisée par certains cadres du régime Biya semble montrer ses limites.	Mə̂zhyə mkətú' yə mkǎmguŋ Biya lə sɛ̌ á tə̌ bó o cə́ŋtə́ gíŋ pə́.
Il faut trouver des emplois aux jeunes.	Â bóó shə́ŋ gaə́ pú há fà' bí pə̂ŋkʉ̂sə̀m
D'où l'appel solennel de Celestin Tawamba pour une grande implication du secteur privé dans la reconstruction du Noso.	Ywə́ yə a gə gaə́ Celestin Tawamba ghɔm gaə́ pə fa' dǒ pú ntʉ́ mbú nə́  nə́ kwə̂ noso.
"Il est urgent de ce point de vue de ""mettre en place un dialogue de seconde génération et de tourner le dos au dialogue de façade » écrivait le journal Le Messager."	Vəmcuŋ le Messager gaə́ ǎ wə́ shə́ŋ gaə́ pú ghə cwə̂sǐ batə mzhəŋ bʉə́ə́ nə́ŋ ták cwə̂sǐ fǔ nə́ŋ.
Actualités of Thursday 16 September 2021.	Mcùŋ Sɛ̂sǔ tyə̂' 16 nə́ ŋkə̂mbiyɛ́ 2021.
Source: La Nouvelle Expression.	Tsʉ' fə̂: La Nuvɛl ɛxpresiɔŋ
Il a été débouté par le Conseil constitutionnel mais n’abandonne pas le combat.	Kɔŋsɛyə Kɔŋstitʉsiɔnɛl pa' é da' gaə́ e tə̂ gɔ puá pə́.
Le jeune leader politique a été débouté par le Conseil constitutionnel mais n’abandonne pas le combat.	Kɔŋsɛyə Kɔŋstitʉsiɔnɛl pa' mûkǔ pə lô' nə́ sâ' gùŋ da' gaə́ e tə̂ gɔ puá pə́.
Clément Atangana a remis le disque qui lui est resté collé à la peau depuis la dernière présidentielle au Cameroun.	Clément Atangana pa' tsó tsə pú lə hǎ bí í tə fə́ nə̂ jyɔjʉm sa'nyə tsʉ' Dôgùŋ kaməlûn lə.
Et cette fois -ci la victime est Denis Emilien Atangana.	Denis Emilien Atangana mo yə nwə gə é yə̀ŋ cʉ̌m lə.
Le Conseil constitutionnel déclare «irrecevable» la requête pour défaut de qualité du demandeur.	"Kɔŋsɛyə Kɔŋstitʉsiɔnɛl ké hə́ŋtə̀ gaə́ "" yə̀ cwəpùŋ"" nə̂kə́lə́ mo yə ê bó hə́ŋtə́ á ka ghə tìŋ."
«Nous en prenons acte tout en regrettant que notre Conseil Constitutionnel n’ait pas saisi cette opportunité pour créer un historique précédent» réagit le leader du Fdc.	""" pyə yú' dá gaə́ bóo dí'i pá' Kɔŋsɛyə Kɔŋstitʉsiɔnɛl yɔ́kpə ka cyə́ mnə́ cʉ́ mŋkɛ̀ myə a cyə lə"". pá' mə̂cwɔ' Fdc gɔm lə."
Mais pas question d’abandonner un combat qui tient tant à l’ex leader estudiantin.	Da' gaə́ nə́ tâk shu yə â bóo ntə́ŋ vo mə̂cwɔ́' mghɛzí'tə̀ dyə̌kwə̌ tə̂ sí pə́.
Ci -dessous notre droit de réponse suite à la sortie intempestive du MINAT relative aux violences sur le fonctionnaire de police.	Pyə́ sîsǐ pó'o bə́ wə́ hâ yɔ́k piŋ ghɔ̀m nə́ pá' MINAT kə tə̌m gɔ́mnwə nə́ mkətú pyə pəlá' nyàknyə wáp lə.
Triste nouvelle pour la communauté des pêcheurs de Kribi.	Khʉɔ cwəpuŋ bí pəma'la' Kribi.
Les centrafricains nombreux sur cet axe routier s'en ont en guise de vengeance pris aux conducteurs de cars de l'axe Ngousso - Soa.	Pə Saŋtrafrik pyə wáp bə́ və̀ŋ é nə mə̂jyə bɔ́ɔ á bə́ wáp kə kô jʉ̂m pəfəŋ kâ nə mə̂jyə nguso-Soa.
S'en est suivi une scène de violence qui a fait plusieurs blessés.	wáp tə́m mzhʉm ó dó' tə byə́p vəŋ pò.
Aucune mort à part celle du jeune homme percuté par la voiture n'est à déplorer.	Mo lə pfʉ́  dá gaə́ pú tî' vû múŋkʉ̂səm bə mətwâ tám é.
Rappelons qu'il y a quelques jours des rebelles centrafricains en mission d’enlèvement ont été arrêtés au Cameroun.	Pə kámtə́ gaə́ a ka cwə́ pá' pú gəm pə cə́ŋnwə̀ Saŋtrafrik Kaməlûn wáp sɔ́' mnə́ ghəm po dwó' lə.
Ils ont traversé la frontière avec le Cameroun avec de faux papiers dont de cartes d’identité nationales camerounaises et de certificats d’études.	Bə wáp kə lw ɔ̌ dzənyə Kaməlûn púa mcúŋtə̀ cwə̀pùŋ pá' daŋzhitɛ̂ gə́ mcúŋtə̀ mləŋtə gùŋ Kaməlûn.
Malheureusement pour eux leur plan diabolique n'a pas abouti.	Tso kú wáp gə́ gaə̂ nwə cwəpùŋ yə wáp sɛ́ lə pə́.
Ils ont été arrêtés par les gendarmes lundi dernier dans la ville de Ngaoundéré région de l’Adamaoua.	Mkətû' kə ghə̂m wáp modé yə a kə cyə á dɔ̂k Ngaundere ghəŋlá' Adamáwà.
Avec leur air suspect les éléments de la légion Adamawa de la gendarmerie nationale les ont interpellé.	mkətû' Adamawa kə cyə̌ m nə́ mtìŋ pɔ cwəpùŋ yap  gə́m wáp.
Soumis à l'exploitation ils ont révélé l'identité de quatre de leurs complices qui ont été aussi mis sous les verrous ce 6 septembre.	Pú tə́ŋtə wáp wáp ghɔm pɔ pfʉə̀ pyə pú a pú á pú ghə̂m wáp jó' wáp nə́ tyə̂' 6 nə ŋkə̂mbiyɛ́ yə̂ŋ.
Ce n'est la première fois que les Centrafricains s'introduisent au Cameroun pour des opérations criminelles.	A tə dəŋdzə ntʉ̌m pá' pə Saŋtrafrik ŋkó Kaməlûn nə́ mbɔ́k bɔ́k nwə̀ á pə́.
Actualités of Thursday 16 September 2021.	Mcùŋ tyə̂' 16 nə́ ŋkə̂mbiyɛ́ 2021.
Moussa le malheureux pêcheur Leur embarcation n’a pas résisté à la tempête en pleine nuit Le corps toujours introuvable.	Ma' la' Moussa á gùŋ kənû' yáp katə vɔ́k bəŋ púa fə̀fa mo ka pfə́ ě yɔ́..
Un des leurs a malheureusement trouvé la mort à l’issue de la tempête d’hier alors que ce dernier se trouvait en haute mer.	Ta' mo nə pú kê pfʉ́ ntʉ́m bəŋ  bə á kwyátə́ é cəcə shyə.
Son corps reste introuvable pour le moment.	Pû jə tə yɔ̂ pfə́ ě ntám cwəlɔ̌.
Ils étaient deux à partir à la pêche comme à leur habitude.	wáp kə̂ bə wáp ghɔ nə́ mà' là' pəpʉə́ə́ pá' wâp zhi gɔ lə.
Mais la tempête d’hier a été fatale pour un membre du groupe.	Da' gaə̂ bəŋ pú a fəfa yǒ lə nə́ŋ tà' mò nə́ pú.
Bien connu de lacommunauté Moussa dont le corps reste introuvable pratiquait depuis la pêche qui était une seconde activité pour lui.	Moussa yə̀ŋ yə pû bə́ wə́ shə́ŋ pfə̂ ě kə́kɔ́ á kə̂ bə pəlá' cəŋtə zhyə́ é e lə̂ mà' là' fə́ tyə' tə bə ě lə yá nə́ gə thə́ fà' é batə yaə́pʉə́ə́.
Il est également connu également tenancier d'une boutique à Bissiang une localité située à 15 km de Kribi.	Â bə pú piŋ zhyə́ gaə́ â bə ě ghə tsʉ' sim Bisiaŋ mú' lá' a pə́ nə́ 15km nə̂ kribi.
Selon les récits du rescapé ils ont été surpris par la tempête qui a littéralement détruit leur pirogue.	Yə mo yə e kə vɔ̀k á kə̂ tátə́ gaə́ bəŋ pú a fəfa kə̂ ntó' pə́ tə wáp bô byáp nə́ŋ sá'tə kənû' yâp awɛ́.
Inconsolable il pense d’ailleurs qu’il doit sa survie à « dame chance ».	E tə̌ wə́ jyə́ nə cɔ̂m ŋgwák pə́ da'gaə́ bə́ wə́  zhyə́ gaə̂ bə̂m nə́ kə̂ nté e nə́ vʉ̌.
Il raconte queviolente tempête qui est survenue au milieu de la nuit les a fait perdre tout le petit matériel archaïque de sauvetage.	E  gaə́ ta' bəŋ gwyə́ púa fəfa kə kam mtsʉ́' sa'tə́ guŋ muywə́ yə wáp kə fîŋ nə́ lə nə́ vɔk nə̂ yap lə.
Luttant contre la mort accroché sur la pirogue il n'arrive pas à expliquer son compagnon a disparu dans les eaux infinies de l'océan Atlantique.	Vǔ pə̂ bǎ cə̀ŋ ṇə̂ kənú' yáp pú e ló' tə fhə́ e nə̂ fǎ ntʉ́m shə atlantika lá' e zhyə́.
Les riverains espèrent que la mer va rejeter très rapidement le corps pour lui rendre les derniers hommages mérités.	Mghɛ dhənyə kə́ŋshə bô sʉ́m gaə̂ kwá pfə̂ ě má' kə́ŋ á wáp lá'nyə́ é pá' â cə́ŋ lə.
Il faut reconnaître que la météo n’est pas généreuse ces derniers temps dans le Kribi.	Pú zhyə́ gaə̂ cwə dzʉ̌ tə̌ kribi bə́ wə́ búŋ nə́ mtyə̂' mɔ pə̀.
Maréchal de Logis Momo Tatangmo Achille Rodrigues.	Maréchal yə Logis Momo Tatangmo Achille Rodrigues.
Selon ce dernier le gendarme a été battu à mort par le sergent Essono et ses hommes.	Yə̂ŋ gaə̂ Sɛzhaŋ Essono pú a pɔ pyə́ kə̀ bə wáp cwɔ́ kətú' tə è pfʉ́.
Gravement molesté il décèdera d'une hémorragie interne.	Mcyə̂ gɔ pfyə vǎm é ê pfú bə pú cwɔ́ e tə̀cyə̀.
"""Achille avait été dans le contingent camerounais des Nations Unies pour la paix en Centrafrique."	Achille  kə̂ bə́ ntʉ́m pə Kaməlûn pyə Nasiɔŋ zʉni ntə́m wáp nə̂ bwányə́ Saŋtrafrik lə.
Ceux qui l’ont connu le décrivent comme quelqu’un de serviable et de joyeux.	Pɔ pyə wáp zhyə́ é a há mtìŋ myə́ pá' mo e pə́ kwítə́ pɔ̀ nə́ŋ bə́ ŋwɛ́nyə́.
"Ses assassins sont toujours en liberté"" ajoute -t -il."	"pə zhwə̀ ě jə pə́ thə́ ká"" pá' e kwi' lə."
Ces dernieres années des éléments en tenue se sont rendus coupable de plusieurs crimes et infractions graves.	Mkətú' ghə və̀ŋ mbɔ́kbɔ́k tsə́ nə́ mɔ mjʉɔjʉm mgù'.
L'on peut évoquer par exemple du gendarme qui a tué sa compagne en aout dernier à Etoudi du cas du gendarme qui a tué un jeune homme à Pouma.	Pú fíŋ nə kámtə̀ ba kətú' yə e kə zhwə́ jwí e nə Shwâgə̀fə̀ yə a kə cyə́ á Etudi yə kətú' yə é kə zhwə́ ta' mʉ̀kʉ̂səm Puma lə.
L'homme en robe noire estime la mise en garde du ministre Paul Atanga Nji est une farce truffée de tartufferies.	Pə kwa sʉsʉɔ̀ dzə́ sə́sə́ bó jó gaə̂ mpàptə Ŋwâlǎ' Paul Atanga Nji bə́ pə̂ pəlɛ̀.
L'avocat martèle que le ministre a adopté une posture de deux poids deux mesures dans son communiqué.	Ntwɔ̂kzhwɛ ghɔm kwí' gɔm gaə́ Ŋwâlǎ' ka nə̂ ghɔm bə ě cəŋtə dé mzhəŋ myé.
Car selon lui Atanga Nji a jeté l'opprobre sur les civils faisant fi des exactions et bavures dont les policiers sont responsables.	Ě yɔ̂ yə́ gaə̂ Atanga Nji nə̂ tʉ́ mnyə́ nə́ pəlá' e lə sɛ dəŋ  mnə̀cwə̀puŋ pú a mzhʉ̌m myə mkətû' gə lə.
Il cite par exemple les agressions les arrestations arbitraires dont ont été victimes les avocats.	Ê sɛ́ pə nə swɔ̀p pɔ̀ pú a nə ghəm mtwɔ̂kshɛ dɔ́k wáp tə cùŋ.
Dans ce texte il dresse un chapelet d'infractions que les policiers commettent sur les civils.	Ê bə́ cúm ké ywə́ yə̌ŋ dáktə́ gɔm guŋ mzhʉ́m myə mkətû' gə nə́ pəlá' lə.
wwwcamerounwebcom vous propose ci -dessous l'intégralité de son texte 	wwwcamerounwebcom sîsǐ pó'o bo bhə́ wɔ́ guŋ ŋkéywə́ bɔ́ɔ awɛ́.
Monsieur le ministre ; J’ai écouté avec beaucoup d’émotion votre déclaration de presse daté du 10 septembre 2021.	Tá Ŋwâlǎ', gaə̂ lə kwa' tʉ̂m tsaə̂ jú' khʉɔ yə o kə cya bí pə və mcùŋ tyə̂' 10 nə shwâgəfə̀ 2021 lə.
Ma satisfaction a surtout été à son comble au moment où pour asseoir votre position allégeance a été faite aux dispositions légales en vigueur.	Nwə̌ nə̂ puŋ á tə' bə ó kámtə̀ ŋké gùŋ mcò myə ǎ bɔ́mtə́ mkətú' lə
C’est ainsi et uniquement dans ce sillage juridique que s’inscris mon droit de réponse ».	A cyə da' m nə̂ mcò bɔ́ɔ tə̀ bə́ shə́ŋ nə́ pà'.
Qu’a fait la justice face à ces multiples atrocités commissent par les fonctionnaires de police sur les civils ?.	Kúŋ ghəlǎ nə́ cîcǐ mbɔ̂kbɔ́k mnwə myə mkətú' gə nə́ pəlá' â ?
Reconnaissons -le le peuple Camerounais est assez mature et responsable mais jamais idiot.	 Pə zhyə gaə́ poá Kaməlûn  bə wáp ná' zhyə́ ghə̀ŋ nwə̀ da'gaə́ wáp tə̂ bə́ ŋkʉkʉɔ̀ pə̀.
Pourtant en contact quotidien avec toutes les couches de la population.	Nə́ŋ bə jwɔ́k guŋ mtyə̂' awɛ́ pú a guŋ mwɔ̀p pəlá' awɛ́.
La réponse à cette interrogation est évidente et se trouve dans le professionnalisme la dévotion la dextérité dont il fait montre dans l’exercice de ses fonctions.	Piŋ ghɔm yə̂ŋ bə́ ntʉ́m cî  və̀ yə ě nə fá' fa' tsyə́ lə.
Vous êtes parti du « chemin de si je savais » Pour celui du « serpent affamé qui viendra vous cherchez dans votre cachette ».	"Pô lu nə̂ ""  jyə də pé' zhyə́"" də́ m nə́ yə"" nɔ̂k pfû jikû'ú yə ě gɔ sɔ' cə́ŋ tsʉ' tʉmnyə ó lə."
Toujours des menaces et encore des menaces.	Pə̂ m pàptə̀ də̂m mpàptə̀.
Savez -vous que vos menaces sont reconnues et violement réprimées aux articles 301 et 302 du code pénale camerounais ?.	Pô zhyə́ gaə̂ ŋwa'ŋyə mcò Kaməlûn sho mpaptə ntʉ́m mkammco'  batə 301 gə́ 302 lə?
Ou la loi dispose uniquement pour les autres !.	Kə mcô bə́ pə́ da' yə̂ shə́ pɔ̂!
Aujourd’hui c’est le peuple camerounais dans sa globalité que vous voulez avoir sur le dos ?.	Pô tyə́' ɔ bó shə́ŋ gaə̂ guŋ poá Kaməlûn awɛ́ kó zhʉ̂m po.
Que dites -vous des affrontements intercommunautaires au Nord à Tonga à Obala et du tribalisme rampant au Cameroun ce dernier temps.	Pô ghɔm gaə̂ kə́ nə̂ páknyə zhəŋka', Ntɔŋga Obala pú a kyə yə pû bó jɔ́ Kaməlûn nə̂ mtyə̂' mɔ lə.
Visiblement ces tares s’avèrent être du carburant au régime du renouveau que vous servez allègrement.	Â bə́ wə́ swə́ mpá' mbɔ́kmbɔ̌k nwə bǎ kwitə́ pə́ sǎ' guŋ sə́ pyə pǒ fa' bí pú lə.
Pour finir Monsieur le Ministre je trouve humblement qu’il est louable pour tout un chacun de défendre le policier qui court derrière soi toute la journée.	 Gaə̂ gɔ nə́ miŋ m Tá Ŋwâlǎʼ ghɔm gaə́ ǎ ghámtə́ gaə́ bâwaə̌lə́ pɔ́mtə́ kətúʼ yə ê jwɔ́k gíŋ nə̂ yə thə́ lə
En le faisant vous restituerez à la police sont autorité tout en mettant la population face à ses obligations envers une autorité de maintien de l’ordre.	Pǒ cyə mnə́ bá' də́də́ŋ kətú' bíi bíŋ gə pá' pəlá' gɔ pə́ yú' bi msə̌ŋwi lə.
Une fois que cela est fait vous aurez rendu service à l’Etat du Cameroun et implicitement à votre mascotte politique.	A pə́ pó'o bə pǒ fa' bíi gùŋ nə́ŋ ntwɔ́k m zhʉ̀m ó fá' bí mə̂cwɔ́' yɔ yə ê sá' gùŋ lə.
Cependant si cela s’avère impossible pourquoi ne pas jeter l’éponge afin de rejoindre glorieusement MITOUMBA dans sa série ‘’MADAME MONSIEUR’’ où vous semblez être plus prédisposé naturellement.	"Da'gaə́ a pə wə́ cyɔ́ tə' po lû zhʉ̀m ó gɔ́ ŋkwyátə́ MITOUMBA ntʉ́m ""MADAMA MONSIEUR"" nə̂kə́lə pǒ ghə və̀ nə́."
Tout en vous souhaitant bonne réception je vous transmet Monsieur le Ministre mes vives salutations et celles du peuple Camerounais.	Gaə wə́ nə̂ sʉ̌m gaə́ ŋkhʉɔ ŋwák bí po pəpúŋ bí n shya mca'tə mə̌ pú a myə́ poá Kaməlûn bí tá Ŋwâlǎ'.
Actualités of Thursday 16 September 2021.	Mcùŋ Sɛ̂sǔ tyə̂' 16 nə́ ŋkə̂mbiyɛ́ 2021.
Il décède 3 jours après l’assassinat de son fils militaire au NOSO.	 Pú zhwə́ mú ě kətú' NOSO a ghə tyə̂' tá e pfû yə́.
Le soldat Amedée Tetang est mort le 13 septembre Son père l’a suivi trois jours après Des Camerounais réclament la fin de la guerre au NosoCamerounWeb vous le rapportait.	Sə̌ŋwì Amédée Tétang kə̂ pfú tyə̂' 13 nə́ Ŋkə̂mbiyɛ́  a cyə̂ tyə̂' tá táp e ntʉ́m zhʉ̌m é Poá Kaməlûn bó dɔ̂ gaə̂ shù Noso míí pá' camerounweb lə̂ bó ntátə́ lə.
