en	tsn
Dozens of protesting workers are expected to hand over their memorandum of demands at the partys headquarters, Luthuli House in Johannesburg.	Badiri ba bantsi ba solofetswe go bonwa ba isa memorantamo wa bone kwa Luthuli House mošate wa lekoko kwa Johannesburg.
ANC spokesperson Pule Mabe says they have encouraged all their provincial leaders to receive memoranda from workers.	Mmueledi wa ANC Pule Mabe a re o rotloeditse baemedi botlhe ba bone ba di porofense go amogela memorantamo yo o tswang mo badiring.
ANC statement on staff salary payments.	Polelo ANC ka tuelo ya badiri.
In 2020, the ANC blamed the COVID-19 pandemic for its failure to pay staff salaries.	Ka 2020 ANC e ne e supa leroborobo la COVID-19 ka monwana ka ntlha ya gore e ne e retelelwa ke go duela badiri dituelo.
The Electoral Commission (IEC) has issued a reminder that this is the final week for public comment on the inquiry to ensure free and fair elections during COVID-19.	Khomišene ya Ditlhopho (IEC) e ntshitse tsiboso ya gore, beke e, ke  beke ya bofelo ya gore setšhaba se dire tshwaelo ka ga tsheko, go netefatsa gore go na le ditlhopho tse di gololosegileng e bile di siame ka nako ya Covid-19.
South Africans are scheduled to go to the polls in local government elections in October.	Maaforikaborwa a rulaganyeditswe go ya kwa ditlhopong tsa pusoselegae ka kgwedi ya Diphalane.
However there have been some calls for the elections to be postponed until the pandemic has subsided.	E fela, go ntse go na le dipuo tsa gore ditlhopho di tshwanetse go busediwa morago go fitlhilela leroborobo le  fokotsega.
Launch of 2021 municipal elections:	Tshimololo ya ditlhopho tsa mmasepala tsa 2021:
The inquiry is headed by Justice Dikgang Moseneke.	Tsheko e e eteletswe pele ke Moatlhodi Dikgang Moseneke.
People can give their opinions by emailing freeandfiar@elections.org.za or sending a voice note to 063 863 4623.	Batho ba ka ntsha maikutlo a bona ka romela molaetsa mo emailing ya freeandfiar@elections.org.za kgotsa ka go romela molaetsa wa lentswe le le gatisitsweng mo go 063 863 4623.
Submissions must be made by this Friday.	Ditlhagiso di tshwanetse go dirwa pele ga Labotlhano le.
Earlier this month the IEC Chief Electoral Officer, Sy Mamabolo said the 2021 upcoming Local Government Elections (LGE)will be the most complex in the history of democratic South Africa.	Mo tshimologong ya kgwedi e, Motlhankedi-mogolo wa ditlhopho tsa IEC, Sy Mamabolo o rile ditlhopho tsa dipusoselegae (LGE) tsa 2021 di tlile go nna tse di matswakabele, mo hisetoring ya temokerasi ya Aforikaborwa.
He told guests at the launch of the Municipal Elections, that they are expecting more than 10 000 councilors to be elected into the different municipalities across the country.	O ne a bolelela baeng ka nako ya tlhomelo ya ditlhophong tsa bommasepala, gore ba folofetse bomokhanselara ba ba ka fetang 10 000 go ka tlhophiwa go nna bakhanselara mo  Bommasepala ba ba farologaneng go ralala naga.
Mamabolo added that this years Local Government Elections tag line is Every Voice Together which underlines the possibilities for South Africa where every voice comes together.	Mamabolo o tlhalosa gore Ditlhopho tsa ngwago ona tsa Pusoselegae di bopilwe ka puo ya gore “Every Voice Together” mme ya re tshwaya dintlha tsa kgonagalo tsa Aforikaborwa mo  batho ba tlang mmogo.
Municipal Elections involve 4 725 unique elections and thus unique ballot paper configuration consisting of the following.	Ditlhopho tsa mmasepala go di nna le ditlhopho di le 4 725 tse di maleba mme ka jalo pampiritlhopho e e maleba e bopilwe ka tse di latelang.
4 468 ward elections, 205 municipality elections in council and eight PR elections in metro councils and 44 district council elections across the country, Mamabolo explained.	Ditlhopho tsa Diwoto di ka nna ka 4 468, ditlhopho di le 205 tsa masepala tsa dikhanselara le ditlhopho di le robedi tsa PR tsa dikhansele tsa ditoropokgolo, le ditlhopho di le 44 tsa dikhansele tsa go ralala naga, Mamabolo a tlhalosa.
The Al Jamah political party is calling on President Cyril Ramaphosa to place the country back to Level 5 of the lockdown even if its for one or two weeks.	Lekoko la dipolotiki la AL Jamah le ikuela Moporesidente Cyril Ramaphosa go baya naga mo kgatong ya botlhano ya go sekega nakwana ditiro tsa ka  fa nageng le fa e ka nna beke kgotsa dibeke di le pedi.
This comes as the country enters the third wave of coronavirus infections with daily new infections rising steeply in a number of provinces.	Se se tla jaaka naga e tsena mo kgatong ya boraro ya ditshwaetsego tsa coronavirus tse di oketsegang thata letsatsi le letsatsi mo diporofenseng tse di rileng.
Al Jamah Leader, Ganief Hendricks, says the country still remains in a coronavirus war zone.	Moeteledipele  wa Al Jamah Ganief Hendricks, a re naga e santse e le mo ntweng e kgolo ya coronavirus.
Hendricks also wants the sale of alcohol and cigarettes to be prohibited.	Hendricks o batla gape gore thekiso ya bojalwa le disekerete e dumelesege.
Al Jamah still feels today that we are in a war situation.	Al Jamah o sa ntse a utlwa re sa le mo ntweng le gompieno.
For the past year, we supported the president with regards to each time of extending the state of Disaster, and we still supporting the President wherever we can.	Mo ngwageng o o fetileng, re tshegeditse moporesidente ka di nako tsotlhe fa a ne a oketsa maemo a matlhotlhapelo a naga, mme re sa ntse re tshegetsa moporesidente ka fa re ka kgonang.
We are now in the third wave and people are dying like flies.	Jaanong re mo kgatong ya boraro ya phudugelo mme batho ba swa jaaka dintsi.
And we feel that the President must ignore the official opposition party (DA) and focus on only saving lives.	Mme re dumela gore Moporesidente a sa reetsa lekokokganetso la semmuso (DA) mme a tlhome mogopolo wa gagwe fela mo go bolokeng matshelo.
And he shouldn’t worry about saving livelihoods because we are in a war situation.	Mme a sa tshwenyega ka ga go boloka matseno a batho, ka gonne re ne re le mo ntweng.
We cannot let lives be lost just to save an extra job or two.	Re ka se kgone go letlela batho ba latlhegelwa ke matshelo fela go boloka tiro kgotsa ditiro tsa bone.
So, Al Jamah’s position is that there should be a complete lockdown that we must move to level five, maybe just for a week or two, and secondly, there must be a complete alcohol ban because it has been proven that alcohol is causing much harm.	Ka jalo Jamah o bona go tshwanetse gore re nne mo kgatong ya botlhano ya go sekega nakwana ditiro tsa fa nageng, gongwe fela ka beke kgotsa tse pedi, mme sa bobedi, ke gore go netefatswe gore thekeiso ya bojalwa ga ya letlelelwa ka ntlha ya gore nnotagi e tlisa kotsi e ntsi thata.
And the President has given into the captains of the wine industry and that was the big mistake.	Mme Moporesidente o reeditse balaedi ba bodirelo jwa beine mme seo e ne e le phoso e kgolo.
We also feel that there must be a ban on cigarettes just like it was in level five.	Gape re akanya gore go tshwanetse ga nna thibelo ya thekiso ya disekerete fela jaaka e ne e le teng mo kgatong ya botlhano.
So we are in a war situation and we need to throw everything at defeating the pandemic, says Hendricks.	Hendricks a re, re mo ntweng, ka jalo re tlhoka go dira sengwe le sengwe se se ka fenyang leroborobo le.
President Ramaphosa raises concern about a possible third wave of coronavirus infections in SA:	Moporesitente Ramaphosa o bontsha go tshwenyega ka ntlha ya gore go na le kgonego ya  go bona lekhubu la boraro la ditshwaetsego tsa mpogare wa corona mo Aforikaborwa:
The state has now added a charge of racketeering to the charge sheet of the former eThekwini Mayor, Zandile Gumede, and her 21 co-accused.	Puso jaanong e okeditse melato ka go lokela molato wa bogodu melatong ya mmeyara wa pele wa eThekwini, Zandile Gumede, le balotafadiwammogo ba gagwe ba le 21.
The amended indictment was handed in when Gumede, eThekwini Municipal Manager, Sipho Nzuza, other officials, four councillors, and eight business people appeared in the Durban High Court.	Molato wa tatofatsoe o o tlhabolotsweng o ne wa tlisiwa fa Gumede, le Motsamaisi wa mmasepala wa eThekwini, Sipho Nzuza, le batlhankedi ba bangwe, le bakhanselara ba le bane le borra kgwebo ba le robedi ba tlhagelela kwa kgotlatshekelo e e kwa godimo ya Durban.
Other charges include fraud and corruption.	Ditatofatso tse dingwe di akaretsa tsa tsietso ya madi le bonweenwee.
The case stems from a 2017 Durban Solid Waste tender of over R400 million.	Kgetse e, e simolola kwa thendareng ya matlakala ya Durban ya dimilione tsa di ranta di le 400 ka 2017.
NPA Spokesperson, Natasha Kara, says the case has been postponed to give the defence a chance to request further particulars.	Mmueledi wa NPA, Natasha Kara, a re kgetse e buseditswe morago go neela baemedi ba tshireletso tetla ya go kopa dintlha tse dingwe.
Based on this amended indictment and the court has given a date of 30th of November.	Go ya ka molato wa tatofatsoe o o tlhabolotsweng, kgotlatshekelo e ntshitse letlha la di 30 Ngwanaitseele.
By that time we anticipate that the state would have responded to the requests for further particulars.	Ka nako eo, re solofela gore puso e tlaa bo e e tsibogetse dikopo tsa dintlha tse dingwe.
What was also important today was that the matter was set down for the possible trial date of 18 July 2022.	Se se neng se le botlhokwa thata gompieno e ne e le gore kgetse e ne ya beelwa letlha la tsheko la di 18 tsa Phukwi 2022.
NPA says it is ready for trial against the former eThekwini mayor:	NPA ya re ekemiseditse tsheko ya kgatlhanong le mmeyara wa maloba, wa eThekwini.
The fraud and corruption trial of former eThekwini Mayor Zandile Gumede is expected to start on July 18, 2022 in the Durban High Court.	Tsheko ya tsietso le bonweenwee ya mmeyara wa maloba wa eThekwini, Zandile Gumede e solofetswe go simolola ka di 18 tsa Phukwi 2022 kwa kgotlatshekelokgolo ya Durban.
Gumede is being charged together with 21 other accused which include business people, councillors and municipal officials.	Gumede o latofadiwa mmogo le balatofadiwa ba le 21 ba akaretsa batho ba dikgwebo, bakhanselara le batlhankedi ba masepala.
The case stems from a Durban Solid Waste tender of over R400 million in 2017.	Kgetse e, e simolola kwa thendareng ya matlakala ya Durban ya dimilione tsa di ranta di le 400 ka 2017.
The court has postponed the case to November 30 for another pre-trial hearing.	Kgotlatshekelo e boseditse kgetse kwa morago go nna ka di 30 tsa Ngwanaitseele gore go nne le dikgato tsa pele ga tsheko.
Gumede has appeared at the Durban High Court:	Gumede o tlhageletse kwa kgotlatshekelokgolo ya Durban:
In March, it was reported that according to the indictment the State listed Robert Abbu, accused number one, amongst the key role players.	Ka kgwedi ya Mopitlwe, go ne gwa begwa gore go ya ka molato wa tatofatsoe o o tlhabolotsweng, puso e dirile Rober Abbu molatofadiwa wa ntlha mo lenaaneng, gareng ga batsayakarolo ba bangwe.
Former supply chain manager at the eThekwini Municipality Sandile Ngcobo, senior African National Congress (ANC)councillor Mondli Mthembu, former eThekwini Mayor Zandile Gumede and suspended eThekwini City Manager Sipho Nzuza are also listed as key players in the matter.	Motsamasi wa maloba wa mokoloko wa dithebolelo wa kwa eThekwini Sandile Ngcobo, le motlhankedimogolo wa African National Congress (ANC) mokhanselara Mondli Mthembu, le mmeyara wa maloba wa eThekwini Zandile Gumede, le Motsamaisi wa Toropo ya eThekwini yo a sekegilweng Sipho Nzuza le bona ba kwadilwe mo lenaaneng la batsayakarolo mo kgannyeng eno.
Details contained in the indictment state that Abbu, in 2017, was appointed by Nzuza as Head of Special Projects without following proper procedures, a position that the State alleges had not previously existed.	Dintlha tse di leng mo molatong wa tatofatsoe o o tlhabolotsweng,  di tlhagisa gore ka 2017  Abbu, ka 2017, o ne a tlhomiwa ke Nzuza jaaka tlhogo ya diporojeke tse di kgethegileng kwa ntle ga go latela dithulaganyo tse di siameng, phatlhatiro e e puso e reng e ne e se teng kwa mathomong.
As the country celebrates Youth Day on Wednesday, President Cyril Ramaphosa has acknowledged that the struggles of South Africas youth are many.	Jaaka naga e keteka letsatsi la bašwa ka Laboraro, Moporesidente Cyril Ramaphosa o amogela gore dikgaratlho tsa bašwa mo Aforikaborwa di dintsi.
In his weekly letter to the nation, Ramaphosa says the greatest struggle young people wage is against unemployment, worsened under the COVID-19 pandemic.	Lekwalo la moporesidente Ramaphosa la beke le beke, la re kgaratlho e kgolo e bašwa ba lwanang le yona ke botlhokatiro, jo bo oketseging ka fa tlase ga leroborobo la Covid-19.
He says creating more opportunities and supporting young people to access these is governments foremost priority.	A re go tlhola ditšhono tse dintsi le go ema nokeng bašwa gore ba kgone go di fitlhela, ke setlape sa puso.
President Ramaphosa has expressed concern about the diminishing awareness of the events of June 16, 45 years ago amongst the so-called Generation Z born after 1997.	Moporesitente Ramaphosa o tlhagisitse go tshwenyega ka ntlha ya gonyatsiwa ga temoso ya ditiragalo tsa Seetebosigo 16, dingwaga di le 45 tse di fetileng magareng ga se se bidiwang Generaation Z e e  belegweng morago ga 1997.
