en	lug
According to Golooba Mutebi the danger with such indexes is how they create perceptions about Africa which are not necessarily accurate, even if they do give a broad picture of what people already know	Okusiinziira ku Golooba Mutebi, akabi akali mu biwandiiko ngebyo y'engeri gye bireetawo endowooza ku Afirika etali ntuufu wadde nga biwa ekifaananyi kinene ku ekyo abantu kye bamanyi
“There is a tendency to see African countries as static and these indexes recycle this picture,” Golooba Mutebi says	Golooba Mutebi agamba nti, batera okukitwala nti ensi z'Afirika tezikulaakulana era endowooza ezo zikomyawo ekifaananyi ekyo
Mutebi notes that drawing conclusions from data which does not represent current underpinnings of African country performance, as it is seen on the ground, stands to discredit the index	Mutebi agamba nti,okukkiriza ebintu ebitawa kifaananyi kituufu ku ngeri ensi z'Afirika gye zikolamu, kyeyoleka kaati, era kikontana n'endowooza ezo
Mutebi sees utility for the prize committee to refuse giving out the award until its criteria are met as to not reduce the award to a mere “ritual”	Mutebi akiraba nti akakiiko okugaana okugaba ekirabo okutuusa ng'emitendera gigobereddwa, kiyamba okukendeeza ku kufuula ekirabo obutaba ky'amakulu.
Mutebi notes that “Presidents are not driven by their desire for recognition rather than for their narrow interests	Mutebi agamba nti abakulembeze b'amawanga tebatwalirizibwa kwegomba kwabwe okw'okumanyika wabua ebyo bye baagala
Margaret Asiimwe, 14, a Primary Six pupil of Kivumbi Primary School in Kampala cannot read or answer questions in English	ddamu ebibuuzo mu Lungereza
However, her teacher, Arthur Bwiire, says Asiimwe is one of the brightest pupils at the school	Kyokka omusomesa we Arthur Bwiire agamba nti Asiimwe y'omu ku baana abasinga obugezi mu ssomero
Despite being the health prefect for her school, Asiimwe is incapable of addressing her fellow pupils in English	Wadde nga ye muyizi akulira eby'obulamu ku ssomero, Asiimwe tasobola kwogera eri bayizi banne mu Lungereza
Bwiire, who is not well conversant in English himself, blames a lack of textbooks and opportunities to practise on the pupils’ failure to speak English	Bwiire ateekakasa Lungereza, yeekwasa eky'obutaba na bitabo n'eky'baana obuteemanyiiza kwogera Lungereza
As a result of increased enrollment, says Fortunate Ahimbisibwe of the Ministry of Education, there is now a critical shortage Uganda amongst worst places to be in school Pupils and teachers can’t speak English Pupils at a primary school Rwemiyaga, Sembabule district study under a tree	Olw'omuwendo gw'abaana ogeyongedde, Fortunate Ahimbisibwe ow'ekitongole ky'ebyenjigiriza agamba nti waliwo ebbula ly'ebifo mu masomero; abaana n'abasomesa tebasobola kwogera Lungereza ate era abaana b'essomero e Remiyaga Ssembabule basomera wansi wa muti
Michael Niyitegeka, Head of Corporate Relations at Makerere University computer facility, says that universities are often blamed for poor education but the problem resides at lower levels	Michael Niyitegeka omukula wa Corporate relations mu kitongole kya computer ku Ssetendekero e Makerere agamba nti amatendekero agawaggulu ge gatera okunenyezebwa olw'eby'enjigiriza ebibi naye ekizibu kitandikira wansi
President Museveni has often argued that it is the parents’ responsibility, not the government’s, to provide lunch for their children	Emirundi mingi Pulezidenti Museveni agamba nti buvunaanyizibwa bw'abazadde okuwa abaana babwe eky'emisana so si gavumenti
Wafula Oguttu, the spokesperson for Forum for Democratic Change, says that the report’s findings are important	Wafula Oguttu omwogezi w'ekibiina kya FDC agamba nti abizuuliddwa mu alipoota bikulu nnyo
Wafula says that the majority of government schools lack teaching facilities and teachers, yet the government does not want to recruit more teaching staff	Wafula agamba nti amasomero ga gavumenti agasinga teggalina bikozesebwa era tegalina basomesa atenga gavumenti teyagala  kwongera ku muwendo gw'abasomesa
Those who are there are paid poorly and as a result end up dodging classes,” Wafula says	"Wafula agamba nti, ""abo abaliyo basasulwa obusente butono n'ekivaamu tebasomesa"
For example in the districts of Butaleja, Mbale, Arua, Maracha, Oyam, Pader and Abim, the ratio is 1:120, alarmingly higher than the recommended 1:50	Ng'ekyokulabirako, disitulikiti za Butaleja, Mbale, Arua, Maracha, Oyam, Pader ne Abim, omuwendo guli 1:120 nga guno munene nnyo okusinga 1:50 ogusuubirwa
Wafula adds that for as long as enrolment keeps rising with fixed school facilities, education standards in Uganda will keep deteriorating	Wafula agamba nti singa okuwandiisa abaana mu masomero kweyongera nga tewali bikosesebwa mutindo gw'ebyenjigiriza mu Uganda gujja kweyongera okuddirira
The only exception has been MTN which continues to charge Shs 6 per second	MTN yokka ye kyasasuza Sillingi 6 buli katikitiki
“There are no plans for tariff changes in the pipeline at the moment,” says MTN Chief Marketing Officer Isaac Nsereko, “Our customers get value for money since most of the subscribers are on MTN	"Tewaliwo ntegeka mukiseera kino bwatyo omukungu Isaac Nsereko akolanga Marketing Officer mu MTN bwa gamba, ""Bakasitoma baffe baganyulwa mu sente okuva bwe kiri nti abeewandiisa bangi bali ku MTN"
”MTN’s reaction is unusual for a market leader	MTN byekola tebisuubirwa mu oyo akulira akatale
This is the second time a Warid tariff cut is shaking up the market	Guno gwe mulunndi ogw'okubiri ng'okusalibwa kw'emiwendo gya Warid kugataanya emiwendo
When Warid Telecom cut its call tariff to other networks to Shs 299 or Shs 5 per second (Peak) and Shs 249 (off Peak) in February 2008, it sparked off a similar price war as the competition scrambled to match its offer	Warid Telecom bwe yasala ku miwendo egy'okukuba ku mikutu emirala ne giba  Siringi 299 oba Siringi 5 ku bulii katikitki (ng'abakuba amasimu bangi) nesiringi 249 (ng'abakuba amasimu bakendedde) mu Febwali wa 2008, kyaleetawo okuvuganya n'akakyankalano mu miwendo
Back then market leaders, MTN, launched its MTN Zone which offered up to 99 percent discounts to customers depending on availability of capacity and Zain introduced its 12hour free innetwork calling	Mu kiseera ekyo abaali bakulembera mu katale k'amasimu aba MTN bateekawo enkola ya MTN zone eyasalako emiwendo okutuuka ku bitundu 99 ku 100 okusinziira ku busobozi ne kampuni ya Zain yateekawo essaawa 12 ez'okukubira ku bwereere
MTN could also be counting on ‘customer confusion’ which renders customers unable to switch to the competition, according to Charles Omagor, a marketing expert who is also the dean of the Faculty of Commerce at Makerere University Business School	Okusinziira ku Charles Omagor omukugu mu bwa kitunzi era nga y'akulira amasomo g'e by'obusuubuzi ku ttendekero ly'eby'obusuubuzi e Nakawa, MTN nayo yandibadde erowooza ku kutabulatabula ba kasitoma ekiviirako ba kasitoma okulemererwa okwetaba mu kuvuganya
He says MTN offers packages like yellowmax, paygo standard, MTN zone and per second and a subscriber who is already confused on which package on the MTN network to choose is likely to get even more confused if tempted to switch to another network, where there are also several packages to select from	Agamba nti MTN etaddewo enkola za kitunzi gamba nga; yellowmax, paygo standard, MTN zone, ne per second era kasitoma yenna asobeddwa okulondako enkola ku mpuliziganya ya MTN ajja kweyongera okusoberwa singa agenda ku mpuliziganya endala nazo ezirina enkola zaazo ez'enjawulo
“Fearing that there could be even worse confusion elsewhere, the subscriber will most likely choose to stay where he is,” argues Omagor	"""Olw'okutya nti ajja kweyongera okusoberwa, kirabika nti omuntu ajja kusalawo okusigala ku mukutu kwali,"" bw'atyo Omagor bwagamba"
But Omagor says the natural reaction from a marketer’s perspective is to pause and watch the competitors	Naye Omagor agamba nti ba kitunzi batera okuyimirizaamu ne batunuuliraa abavuganya
Commenting on its reaction, MTN’s Nsereko told The Independent: “We are studying the situation and we can only respond when we think it is necessary	Ng'ayogera ku ekyo kye kyakola, Nsereko owa yagamba olupapula lw'amawulire olwa The Independent nti 'Tukyetegeza embeera era tujja kubaako kye tukola bwe kiba kyetaagisa'
Nation Media, owned by the Aga Khan Fund for Economic Development SA, first announced plans in March to list in Rwanda, Tanzania and Uganda	Ekitongole kya Nation Media ekya Aga Khan Fund for Economic Development SA, kyasooka kulangirira nteekateka okuwandiisa amawanga gano mu Maaki; Rwanda, Tanzania ne Uganda
According to press reports, Dr Gitahi Githinji, the Managing Director of the Ugandabased NMG subsidiary, Monitor Publications Ltd (MPL), made the announcement in Kampala last week	Okusinziira ku alipoota za ba nnamawulire, Dr. Gitahi Githinji, akulira NMG subsidiary ne Monitor Publications Ltd yayisa ekirango  Kampala wiiki ewedde
NMG is the region’s biggest media publisher with radio, TV, newspaper, magazine, and courier services in four of the five East African Community member states	NMG ye mpuliziganya ekyasizeeyo obunene ng'erina ladiyo TV, olupapula lw'amawulire, magazini, n'okutambuza ebiereke mu mawanga ana kw'ago ataano agali mu Mukago gw'Ensi z'Afirika ez'Ebuvanjuba
In Uganda, it owns MPL, Nation Television (NTV), Nation Courier, and KFM radio	Mu Uganda, kirinamu MPL, Terefayina ya (NTV), Abatambuza Ebitereke, ne ladiyo ya KFM
Equity Bank already has a presence in Uganda, with 43 branches, but has yet to make a play in Tanzania or Rwanda	Equity Bank kati weeri mu Uganda, era erina amatambi 43, kyokka ekyalina okugulawo amalala mu Tanzania oba  Rwanda
Equity Bank, founded 25 years ago as a building society, has expanded by targeting customers without bank accounts	Equitya Banka, eyatndikawo emyaka 25 emabega, egaziye ng'eyitira mu kufuna abantu abatalina akaawunta za banka
Bank of India will join longestablished Bank of Baroda (BOBU), from India	Banka ya India ejja kwegatta ku Banka ya Baroda eyo mu India
Bank of Baroda Uganda started in 1953 as a subsidiary of Baroda but was incorporated as a separate entity in 1969	Banka of Baroda Uganda yatandikibwawo mu 1953 ng'etabi lya Baroda naye yetongola mu 1969
Like so many overly ambitious and simplistic Africans, Isabirye, the play’s central character goes to great length to “buy” a visa to fly abroad for greener pastures	"Okufaananako Abafirika bangi abaagala okugaggawala n'okuba mu bulamu obweyagaza, Isabirye akola kyonna ky'asobola ""okugula"" viza agende ebweru awali obulamu obulungi"
His family of three; Nabirye and Kaudha are filled with excitement and are joyous about the pending flow of cash when the breadwinner is abroad	Alina amaka agalimu abantu basatu; Nabirye ne Kauda basanyufu olwa sente sebasuubira okufuna ng'oyo abalabirira agenze ebweru
For Nabirye, the wife of the wandering moneyhunter, the pinch of having to provide the basic needs of his family singly starts to bite hard	Eri Nabirye; mukyala w'oyo ayigga sente, ebyetaago by'abomu maka ge byeyongera okuzibuwala okufuna
The background from which 23year old Moses Kipsiro, the 2007 5,000 meter bronze medallist as well as 2008 world cross country runnerup, came to prominence is both disjointed and bewildering, but strikingly similar to AkiiBua’s	Ebikwata ku Moses Kipsiro ow'emyaka 23, eyadduka n'awangula omudaali gw'ekikomo mu 2007, mu misinde egya mita 5,000 era omuddusi eyakwata ekifo eky'okubiri mu misinde mubuna byalo mu 2008, afaananako Akiibua
Idi Amin may be gone but poverty is rampant	Idi Amin ayinza okuvaawo naye obwavu tebuvaawo bweyongera bweyonngezi
Julius Baribangba, a journalist of The EastAfrican newspaper explains:“Few people in Uganda can afford a decent meal	"Julius Baribangba, munnamawulira ow'olupabula lw'amawulire olwa The East Africa agamba nti; ""abantu batona asobola okufuna emmere esaana"
The Kipsiros have grown up amongst this lot	Kipsiros akulaakulanye mu bino
”The country’s few successful athletes in recent times like Kipsiro himself, Boniface Kiprop (former world junior 10k record holder) and Dorcus Inzikuru (2005 steeple world champ) are all school drop outs who sought the track as a shortcut to earning a living	Bannansi abatono abatuuse ku buwanguzi mu kudduka gyebuvuddeko awo ngamba nga Kipsiro, Boniface, Kiprop  (eyaliko omwana w'ensi yonna eyawangula omutwalo) ne Dorcus Inzikuru (owo ku ntiko mu nsi yonna mu 2005) bonna baava mu masomero ne banoonya engeri y'okweyimirizaawo
Moses is highly regarded	Moses afiibwako nnyo
The country had hinged all its hope on (Boniface) Kiprop but his failed promise put added pressure on Kipsiro	Ensi yali etadde obwesige mu (Boniface ) Kiprop naye bw'atawangula kya teeka Kipsiros ku bunkenke
Kiprop had not done too badly but he remains in the shadow of the Ethiopians and Kenyans	Kiprop yali takoze bubi naye yasigala wansi wa Ab'Esiyopiya ne Bannakenya
“I always wanted to be an athlete,” Moses Kipsiro says quietly	"""Nalinga njagala kubeera muddusi,"" bw'atyo Moses Kipsiro bwe yagamba"
”Kipsiro showed some early promise but nothing striking	"""Kipsiro yalagirawo essuubi naye tewali kyavaamu"
Kipsiro at HomeKipsiro is mentally resilient, and pragmatic as is evident from a recent journey from Limerick, Ireland back home to Uganda	Kipsiro yasiriikirira ng'ali waka, era okuba nti yagoonjola ekizibu kyalabikira mu kukomawo okuva mu Limerick, Ireland okudda mu Uganda
Moses Kipsiro of Uganda is the favourite	Moses Kipsiro  muganzi nnyo
21:18 Kipsiro is turning out to be a “stubborn competitor” for the Kenyans	21:18 Kipsiro 'abobbya Bannakenya omutwe'
Kipsiro accepts the rigours of his journey with equanimity	Kipsiro akkiriza mu bukakkamu okwolekagana n'obuzibu bwonna obuli mu lugendo lwe
Kipsiro is a quiet unassuming man and an intensely religious man	Kipsiro teyeewaana era munaddiini nnyo
Kipsiro’s trainingHis training in Uganda is determined necessarily by the terrain, the environment and the time of year	Okutendekebwa kwa Kipsiro mu Uganda kwesigama ku nkula y'ekitundu, embeera ekiseera ky'omwaka
In keeping with the African approach, Kipsiro doesn’t count mileage	Ng'agoberera enkola y'Ababafirika, Kipsiro tatunuulira bbuzibu obunaabaawo
Kipsiro will run for an hour or ninety minutes each day	Kipsiro yaddukanga essaawo emu oba eddakiika kyenda buli lunaku
Kipsiro trains alone, at altitude, without the presence of his coach and agent Ricky Simms, who is better known for being Usain Bolt’s agent as well	Kipsiro yetendeka yekka, ku kasozi, ng'omutendesi we taliiwo era n'omuwambi we Ricky Simms, amanyidda ng'omukozi wa Usain Bolt
