eng	kin
Political analyst Sanusha Naidu of the Institute for Global Dialogue said the red notices could help the 2024 reelection campaign of South Africa's president, Cyril Ramaphosa, because it shows he is taking action against corruption.	Umusesenguzi wa politiki Sanusha Naidu wo mu kigo gishinzwe ibiganiro ku isi yavuze ko inzandiko zo gufata abantu zushobora gufasha mu kwiyamamaza kwa 2024 kwa perezida wa Afurika y'Epfo, Cyril Ramaphosa, kuko byerekana ko arimo gufata ingamba zo kurwanya ruswa.
"But I think what it also suggests is that at an international level, you know, getting the international community and, in particular, Interpol to also take a stance and align with the position that Ramaphosa has," Naidu said. "So, I think in terms of him moving forward and trying to say to the South African public, I'm doing what I have to do. I'm working around this, I'm moving the needle on this."	Naidu ati: "Ariko ntekereza ko icyo nacyo cyerekana ko ari uko ku rwego mpuzamahanga, murabizi, kubona umuryango mpuzamahanga, cyane cyane Interpol nayo igafata icyemezo igahuza n'umwanya Ramaphosa afite". "Rero, ndatekereza ko kubijyanye no gutera imbere no kugerageza kubwira abaturage ba Afrika yepfo, nkora ibyo ngomba gukora. Ndimo nkora ibishoboka byose,
However, Naidu said she's not sure it's enough to redeem the African National Congress, which has steadily been losing support at the polls because of rampant corruption and failure to deliver basic services.	Icyakora, Naidu yavuze ko atazi neza ko kuvugurura Kongere y’ibihugu Nyafurika byaba byiza, yagiye ibura ubushobozi mu matora kubera ruswa ikabije mugutanga serivisi z’ibanze.
"I think if you want to talk about what ordinary South Africans want, they want to see the judicial system take its natural course," she said. "But the question also is all the money that's been taken from the country, how does that come back? Because if you think about it, that's where part of the challenge lies."	Ati: "Ntekereza ko niba ushaka kuvuga ku byo Abanyafurika y'Epfo basanzwe bashaka, bifuza kubona inzego z'ubutabera zikurikiza uburyo busanzwe "Ariko ikibazo nacyo ni amafaranga yose yakuwe mu gihugu, ibyo bizagaruka bite? Kubera ko iyo ubitekereje, aho niho ikibazo kiri."
News of the red notices broke a day before the release of the third report from the Inquiry into State Capture. It called for the National Prosecuting Authority to investigate Zuma. The former president refused to appear before the inquiry and was jailed for 15 months after defying a court order to do so. However, he was let out on medical parole soon after.	Amakuru adasanzwe yatangajwe umunsi umwe mbere yuko hasohoka raporo ya gatatu ivuye mu iperereza ryakozwe mu gufata ibya Leta. Yasabye ikigo cy'igihugu gishinzwe ubushinjacyaha gukora iperereza kuri Zuma. Uwahoze ari perezida yanze kwitaba iperereza maze afungwa amezi 15 nyuma yo kwanga icyemezo cy'urukiko. Icyakora, yahise arekurwa by'agateganyo.
	
Analyst: Release of Corruption Report a First Step in Repairing South Africa’s Democracy	Umusesenguzi aragira ati" Gusohora Raporo ya Ruswa ni intambwe yambere yo kuzahura Demokarasi ya Afrika yepfo
South African President Cyril Ramaphosa says a scathing report by an inquiry into state graft marks "the end of an era" of corruption. But analysts say it's only the beginning of efforts needed to restore public trust in South Africa's political institutions.	Perezida wa Afurika y'Epfo, Cyril Ramaphosa, avuga ko raporo iteye ubwoba yakozwe n'iperereza ku nysndiko mpimbano kuri Leta "iherezo ryo kurangira kwa Ruswa. Abasesenguzi bavuga ko ari intangiriro y’ingufu zikenewe kugira ngo abaturage bagirire icyizere inzego za politiki zo muri Afurika yepfo.
For more than three years, South Africans watched the public proceedings of a national inquiry into graft under the tenure of former President Jacob Zuma.	Mu myaka irenga itatu, Abanyafurika yepfo barebeye hamwe ibikorwa by’iperereza ry’igihugu igihe cmuwahoze ari Perezida Jacob Zuma yari perezids.
Thats why its findings of systemic corruption released by Justice Raymond Zondo late Tuesday didnt come as a surprise.	Iyo ni  impamvu bitatunguranye ko Raporo yo gusubiza inyagiye muri ruswa izatunganywa ikazashyirwa ahagaragara n'ubutabera na Raymond Zondo bitarenze kuwa kabiri.
Instead, the public is waiting to see what comes next.	Ahubwo, rubanda itegereje kureba ibizakurikiraho.
Narnia Bohler-Muller is a professor with South Africas Human Sciences Research Council.	Narnia Bohler-Muller ni umwarimu mu kigo cy’ubushakashatsi bw’ubumenyi bw’abantu muri Afurika yepfo.
"Now people want to see consequences and accountability," she said. "People are losing trust in government and in democracy, so we don't want to go to a point beyond no return. I do really think that we may be saved by a response that is going to be a proper implementation plan and action. If that doesn't happen, then I dont know, then we will not be living in a democracy."	Ati: "Ubu abantu barashaka kubona ingaruka no kubazwa ibyo bakora". "Abantu batakaza icyizere muri guverinoma no muri demokarasi, ku buryo tudashaka kujya ahantu tutazagaruka.  Ndatekereza rwose ko dushobora gukizwa n'igisubizo kigiye gutangwa mukubahiriza gahunda n'ibikorwa bikwiye. Niba ibyo bitabaye, sinzi rero, ntabwo tuzaba turi muri demokarasi. "
She says public trust in government has been on the decline since 2009 — coinciding with Zumas time in office.	Avuga ko icyizere rusange cya leta cyagabanutse kuva mu 2009 -Uhereye ku butegetsi bwa Zuma 
The new report focused on corrupt contract tenders and political kickbacks in relation to South African Airways, the state revenue agency and public procurement.	Raporo nshya yibanze ku itangwa ry'amasoko harimo  ruswa hamwe no gusubira inyuma mu bya politiki bijyanye na South African Airways, ikigo cya Leta gishinzwe itangwa ry'amasoki.
It recommended prosecution against former high-ranking lawmakers and their public and private sector affiliates.	Yasabye ko hakurikiranwa abahoze ari abadepite bo mu nzego zo hejuru ndetse n’ibigo  bya Leta n’abikorera.
But charges may not come swiftly.	Ariko ibirego ntibishobora kuza vuba.
Olwethu Majola, a lawyer and doctoral candidate in criminology at the University of Cape Town, says further investigations need to take place.	Olwethu Majola, umunyamategeko akaba n'umunyeshuri w'umu  Dogiteri muri criminology muri kaminuza ya Cape Town, avuga ko hagomba gukorwa iperereza rindi.
"We're going to see law enforcement, such as the police or special investigative unit, conducting their own investigations based on the preliminary commission. Depending on how far or how long it takes for investigations to be concluded, perhaps within, you know, two years, we can see charges being brought against individuals," she said.	Tugiye kubona abashinzwe kubahiriza amategeko, nk'abapolisi cyangwa ishami rishinzwe iperereza ryihariye, bakore iperereza ryabo bashingiye kuryo  komisiyo ibanza yakoze. Ukurikije igihe cyangwa igihe bifata kugira ngo iperereza rirangire, wenda rizafata imyaka ibiri mbere,  dushobora kubona ibirego biregwamo  abantu ku giti cyabo .
Majola says the former president will be among those to face prosecution.	Majola avuga ko uwahoze ari perezida azaba mu bazakurikiranwa.
Zuma was already found guilty of contempt of court last year for failing to appear before the inquiry. He has long denied any wrongdoing and called the inquiry biased.	Zuma yari amaze guhamwa n'icyaha cyo gusuzugura urukiko umwaka ushize kubera ko atitabye mbere iperereza. Kuva kera yahakanye amakosa yose kandi avugaga ko  iperereza ribogama
Zuma maintains a loyal following of supporters who dont want to see the former leader imprisoned.	Zuma arashimagiza abayoboke b'indahemuka badashaka kubona uwahoze ari umuyobozi afunzwe.
In addition to consequences, the inquiry has also made recommendations to prevent state graft, including the formation of an independent corruption agency.	Usibye ingaruka, iperereza ryanatanze ibyifuzo byo gukumira ruswa, harimo no gushinga ikigo cyigenga cya ruswa.
Richard Chelin is a senior researcher on organized crime for the Institute for Security Studies in South Africa.	Richard Chelin ni umushakashatsi mukuru ku byaha byateguwe n'ikigo gishinzwe ubushakashatsi ku mutekano muri Afurika y'Epfo.
"The key question is political interference," she said. "How do you create a body that is so independent? How do you fund such a body? Which is very difficult. I think these are the struggles that a lot of the anti-corruption, that is faced globally — is how do you maintain independence? And who do they answer to?"	Ati: "Ikibazo cy'ingenzi ni ukwivanga muri politiki." "Nigute ushobora kurema umutwe wigenga? Nigute utera inkunga umutwe nk'uwo? Biragoye cyane. Ntekereza ko izo ari zo ntambara nyinshi zo kurwanya ruswa isi yose ihura nazo- ni gute ukomeza ubwigenge? Kandi ni  bande basubiza?"
The public still has months to wait for any government action. Two more reports from the inquiry will be released in the coming weeks.	Abaturage baracyafite amezi yo gutegereza ibikorwa bya leta. Andi mashya avuye mu iperereza azashyirwa ahagaragara mu byumweru biri imbere.
President Cyril Ramaphosa will then deliver the full report to parliament by the end of June before implementing its recommendations.	Perezida Cyril Ramaphosa azashyikiriza inteko ishinga amategeko raporo yuzuye mu mpera za Kamena mbere yo gushyira mu bikorwa ibyifuzo byayo.
	
Man Accused of South African Parliament Fire Faces Terrorism Charge	Umugabo Ushinjwa n' inteko Ishinga Amategeko ya Afurika y'Epfo yiyemeje guhangana n’iterabwoba
The South African man charged with arson for burning down large parts of the country's historic parliament buildings has also been charged with terrorism.	Umugabo wo muri Afurika y'Epfo ukurikiranyweho gutwika igice kinini cy'inyubako z'inteko ishinga amategeko z'igihugu na we yashinjwaga iterabwoba.
Forty-nine-year-old Zandile Christmas Mafe made his second appearance in court Tuesday. He is now facing several charges related to the fire, including terrorism, arson, breaking and entering and theft.	Ku wa kabiri, Zandile Noheri Mafe w'imyaka 49 y'amavuko yitabye urukiko bwa kabiri. Ubu akurikiranyweho ibyaha byinshi bijyanye no gutwika, birimo n' iterabwoba, kumena  n'ubujura.
Mafe was arrested shortly after the fire erupted at the parliament buildings in Cape Town in the early hours of January 2nd.	Mafe yatawe muri yombi nyuma gato hagaragaye inkongi y’umuriro mu nyubako z’inteko ishinga amategeko i Cape Town mu rukerera rwo ku ya 2 Mutarama.
He was allegedly found with laptops, documents and crockery in his possession. Prosecutors now say he was also in possession of an explosive device, hence the additional terrorism charge.	Bavuga ko bamusanze afite mudasobwa zigendanwa, inyandiko n'ibikoresho. Ubu abashinjacyaha bavuga ko na we yari afite ibikoresho biturika, bityo ikirego cy’iterabwoba cyamugaragayeho.
In his first court appearance his lawyer denied all charges against him.	Yitabye urukiko bwa mbere umwunganira yahakanye ibyo aregwa byose.
Mafe has since changed lawyers, and is now being represented by the famous Dali Mpofu, who is affiliated with the left-wing Economic Freedom Fighters political party.	Kuva icyo gihe Mafe yahinduye abanyamategeko, ubu akaba ahagarariwe na Dali Mpofu uzwi cyane, ufatanije n’ishyaka rya politiki riharanira ubukungu.
Mpfou has also been representing the countrys former president Jacob Zuma, who was jailed for contempt of court.	Mpfou yakunze kandi kunganira uwahoze ari perezida Jacob Zuma, wafunzwe azira gusuzugura urukiko.
Mafes bail hearing was postponed till the 11th of February and he will be detained in a psychiatric institute.	Iburanisha rya Mafes ryimuriwe ku ya 11 Gashyantare kandi azafungirwa mu kigo cyita ku barwayi bo mu mutwe.
It was revealed that hed already been sent for psychiatric observation on January 3rd and was diagnosed with paranoid schizophrenia.	Byagaragaye ko urugaga rumaze koherezwa mu gusuzuma indwara zo mu mutwe ku ya 3 Mutarama kandi bamusanganye indwara ya sikizofreniya.
The estimated damage to the parliament complex is just over 14 million U.S. dollars. That excludes the cost of moveable assets inside, like computers and furniture.	Biteganijwe ko ibyangiritse mu nteko ishinga amategeko birenga miliyoni 14 z'amadolari y'Amerika. Ibyo ukuyemo ikiguzi cy'umutungo wimukanwa nka mudasobwa n'ibikoresho.
	
Ebrahim Ismail Ebrahim, South African Anti-Apartheid Icon, Dies at 84	Ebrahim Ismail Ebrahim, yakize igishushanyo cyo Kurwanya Apartheid yo muri Afrika yepfo, apfa afite imyaka 84
Ebrahim Ismail Ebrahim, a former anti-apartheid fighter who, like the greats of the struggle he encountered, spent part of his life in Robben Island penitentiary in South Africa, died Monday at the age of 84.	Ebrahim Ismail Ebrahim, wahoze ari umurwanyi urwanya ivanguramoko, kimwe n’ibikomeye by’urugamba yahuye na byo, yamaze ubuzima bwe muri gereza ya Robben Island muri Afurika yepfo, apfa ku wa mbere afite imyaka 84.
He died of a long illness at his home in Johannesburg, the ruling African National Congress said in a statement.	Yapfuye azize indwara ndende iwe i Johannesburg, nk'uko byatangajwe na Kongere y’igihugu Nyafurika iri ku butegetsi.
