en	ibo
Man Who Staged Wedding Without Reception Reveals How He Convinced Family To Support Idea	Nwoke nke gbara akwụkwọ n’akpọghị oriri na-ekpughe otu o siri kwenye ezinaụlọ iji kwado echiche
Speaking with SaharaReporters on Tuesday, Yusuf, said that the decision was one of the biggest he ever took in his life.	Mgbe ya na ndị SaharaReporters na-ekwu okwu na Tuzdee, Yusuf kwuru na mkpebi a bụ otu n'ime ihe kachasị ukwuu o kpebiri na ndụ ya.
A new groom, Adewale Yusuf, who recently shocked many Nigerians by indicating on his wedding invitation card that there would be no reception after the ceremony, has told SaharaReporters that it took him only two calls to convince his parents and other family members to buy into his idea.	Nwa okorobịa lụrụ nwunye ọhụrụ, Adewale Yusuf, onye nke tinyere ndị Naịjiria ụjọ site n’igosi na kaadị agbamakwụkwọ na a gaghị akpọ oriri mgbe e mechara emume a, agwala SaharaReporters na o were ya oku abụọ iji mee ka nne na nna ya na ndị ọzọ n’eme ka ha nabata echiche ya.
Though he said it was initially tough to persuade his bride, Blessing, to support the concept, he eventually won her over after a few debates on the issue.	N’agbanyeghi na o kwuru na o siiri ya ike ịkwagide nwunye ya bụ, Blessing, ikwado echiche a, o mechara merie ya mgbe ha rụchara ụka gbasara okwu a.
The new couple trended last weekend on the social media with many Nigerians applauding and also bashing their decision not to hold a reception for their guests.	Di na nwunye ọhụrụ a bụ ndị wuru ewu na ngwụcha izuụka gara aga na soshal midia ebe ọtụtụ ndị Naịjiria na-etiri ha mkpu ma na-agbagha mkpebi ha ịghara ịkpọ ndị ọbịa ha oriri.
Speaking with SaharaReporters on Tuesday, Yusuf, said that the decision was one of the biggest he ever took in his life.	Mgbe ya na ndị SaharaReporters na-ekwu okwu na Tuzdee, Yusuf kwuru na mkpebi a bụ otu n'ime ihe kachasị ukwuu o kpebiri na ndụ ya.
He said, 'When I first informed my parents of the idea not to have a reception after my wedding ceremony, they dropped the call on me.	O kwuru, sị, “Mgbe mbụ m gwara ndị mụrụ m na agaghị akpọ oriri ọbụla mgbe m gachara akwụkwọ, ha kwụsịrị oku ahụ.
Eventually, it took me about two more calls to be able to convince them to support my idea.	“N’ikpeazụ, ọ were m ihe ugboro abụọ ọzọ iji mee ka ha kweta ịkwado echiche m.
The truth is that I'm a man of my words. I'm a different person, I am not a loud type.	Eziokwu bụ na abụ m nwoke na-akwụ n'okwu m. A dị m iche, abụghị m onye a na-anụ olu ya.
Many people around me did not like the idea initially but I made sure to let them see reasons with me.	“Ọtụtụ ndị nọ m nso enweghị mmasị n'echiche ahụ na mbụ mana a gbara m mbọ mee ka ha mata ihe kpatara ya.'
At the end of the day, everyone appreciated my idea.'	'Na ngwụsị ụbọchị ahụ, onye ọbụla ji echiche m kpọrọ ihe.”
But despite not staging a reception at their wedding, Yusuf told SaharaReporters that many of their guests didn't return home without having something to eat.	Mana n'agbanyeghị na ọ kpọghị oriri n'agbamakwụkwọ ha, Yusuf gwara SaharaReporters na ọtụtụ n'ime ndị ọ kpọrọ alaghị be ha n'enweghị ihe ha riri.
He added, 'We shared food for the few friends we invited. I made sure my friends that came from Ibadan went back that day.	Ọ gbakwụnyere, “Anyị nyere ndị enyi ole na ole anyị kpọrọ nri. A gbara mbọ hụ na ndị enyi m si Ibadan laghachiri n’ụbọchị ahụ.
'One thing people should know is that there is nothing they want that they can't do as long as it makes them happy and fulfilled.	“Otu ihe ndị mmadụ kwesịrị ịma bụ na ọ nweghị ihe ha chọrọ ha agaghị emeli ma ọ bụrụhaala na ọ na-eme ha obi ụtọ.'
'Having a loud reception after the wedding ceremony was unnecessary as far as I was concerned.'	'Ịkpọ oriri dara ụda mgbe a gbachara akwụkwọ ekwesighi, ka m si chee.”
Mercy Becomes First Female To Win BBNaija	Mercy bụ nwaanyị mbụ nwetara mmeri BBNaija
Over 50 million Nigerians participated in the voting process that cost at least N30 per text message.	Ihe karịrị ndị Naịjiria nde iri ise sonyere na ntuli aka ịtụ vootu nke na-éwè opekata mpe naịra iri atọ kwa ederede ọbụla.
Mercy Eke, 26, made history on Saturday by becoming the first female to win BBNaija reality television show.	Mercy Eke, 26, wuru ewu na Satọdee site na ịghọ nwaanyị mbụ meriri n'ihe nkiri BBNaija.
Eke defeated Mike in the final round of the contest, walking away with the coveted prize of N30m cash, N25m Sports Utility Vehicle, a trip for two to Dubai among other things.	Eke meriri Mike na ngwụcha asọmpi ahụ, were ego dị nde naịra iri atọ, nde naịra iri abụọ na ise maka ụgbọala a kpọrọ 'Sports Utility Vehicle', njem nke abụọ ịga Dubai na ihe ndị ọzọ.
Frodd, Omatshola and Seyi Awolowo were the other contestants that made it into the top five.	Frodd, Omatshola na Seyi Awolowo bụ ndị ọzọ so sọọ mpi ma turu ugo na mmadụ ise kachasị elu.
Over 50 million Nigerians participated in the voting process that cost at least N30 per text message.	Ihe karịrị ndị Naịjiria nde iri ise sonyere na ntuli aka ịtụ vootu nke na-éwè opekata mpe naịra iri atọ kwa ederede ọbụla.
Eke's victory brings to end the three-month long widely followed show.	Mmeri nke Eke wetara njedebe ihe nkiri a gbasoro ọnwa atọ.
Ministerial Clutching At Straws By Barnabas Igho	Ịchọpụta olileanya nke ndị Mịnịsta nke sitere n’aka Banabas Igho
For now, let him know that his take-off was very bad and turbulent and everything boils down to his poor piloting skills, and not the army of imaginary saboteurs and enemies his aides are busy conjuring up for him.	Ka ọ dị ugbu a, mee ka ọ mata na nṅomi ya bụ ihe ọjọọ ma bụrụkwa ọgbaghara na ihe niile gbadara n'ihe banyere ikike ya na ọ bụghị ndị ụgha ndị echiche ha adịghị mma na ndị iro na-enyere ya aka
If you are supervising an important ministry like that of communication even without the recent fancy addition of 'digital economy' to its name, and you still need a spokesperson to pen almost 2,000 words of polemics in order to project your image, then your self-inflicted trouble is just starting in my reckoning.	Ma ọ bụrụ na ị na-elekọta ụlọ ọrụ Mịnịstrị dị mkpa dịka nke nkwukọrịta, ọbụlagodi mgbe agbakwunyeghi 'akụ na ụba dijitaalụ' n'aha ya, ị ka ga-achọkwa onye na-ekwuchite ọnụ ga-edetu ihe dịka okwu puku abụọ iji gosipụta ihe oyiyi gị, mgbe ahụ, nsogbu gị na-amalite n'ikpe m ga-ekpe.
Before her latest outburst in the media, thoughtlessly blaming imaginary saboteurs for trying to stop her 'unstoppable boss', Uwa Suleman had issued a disconcerting diatribe in form of a press release, accusing all critical stakeholders of the ministry her principal supervises including the media, of ganging up against him because he was the 'best thing' that happened to the industry since its liberalisation in the year 2000.	Tupu óké iwe ya na mgbasa ozi, na-ata ụta n'echiche echeghị maka ịgbalị ịkwụsị 'onyeisi nchịkwa ya', Uwa Suleman ewepụtala ekwumekwu na-akatọ mmadụ n'ụdị mgbasa ozi, na-ebo ndị ụlọọrụ Mịnịstrị ahụ gụnyere ndị mgbasa ozi, banyere ịkpa nkata megide ya n'ihi na ọ bụ 'ihe kachasị mma' nke meere ụlọọrụ ahụ kemgbe ọnụnọ ya n'afọ 2000.
This prompted ripostes of some respected columnists like Mr Sanya Oni of The Nation newspaper, who eloquently summed up the minister's tragedy as a case of exaggerated notion of the office that he occupies as 'he obviously didn't think that his remit stops at formulating and implementing policies for the digital economy; as he wants to play the regulator'.	Nke a kpaliri ọsịsa ụfọdụ ndị ntaakụkọ dịka Maazị Sanya Oni nke akwụkwọ akụkọ 'The Nation', onye chịkọtara ọdachi ahụ dakwasịrị mịnịsta ahụ dịka banyere ikwubiga okwu ókè banyere ọrụ ọ na-arụ dịka 'o doro anya na o cheghị na ọrụ ya kwụsịrị na nhazi na mmejupụta atụmatụ maka akụ na ụba dijitalụ; dịka ọ chọrọ ịrụ ka onye nhazi”.
Since his assuming office in August this year, Mr Pantami has indeed found it difficult to adjust from the regulatory role he used to enjoy at National Information Technology Development Agency to his new titular position as per regulating the industry is concerned, and his unconstitutional attempts to dabble into it has invited the resistance of major actors in the industry like Association of Licensed Telecoms Operators of Nigeria as well as that of the Association of Telecoms Companies of Nigeria.	Kemgbe ọ malitere ọkwá n'ọnwa Ọgọst afọ a, Maazị Pantami achọpụtala na o siri ike ịgbanwe ọrụ nchịkwa o jibu n'ụlọ ọrụ 'National Information Technology Development Agency' na ọkwa ọhụrụ ya, na ịgba mbọ ya o sonyere nke ịkpọ oku nguzogide nke ndị isi ụlọ ọrụ ahụ dịka 'Association of Licensed Telecoms Operators of Nigeria' yana nke 'Association of Telecoms of Nigeria.' 
Coming back to Uwa's latest invectives however, there are some fundamental half-truths she raised in her slay-queen styled article, like ridiculous claim that South Africa and other countries are busy copying and pasting the minister's example of his failed data price reduction directive.	Na-alaghachi na okwu ọjọọ Uwa kwuru, e nwere ụfọdụ eziokwu nke o welitere n'edemede ya, dịka mkparị na-ekwu na South Africa na mba ndị ọzọ nọ na-arụsi ọrụ ike iwere ihe ịmaatụ nke minista ahụ banyere mbenata ọnụahịa 'data'.
While this, to say the least, is very disrespectful to the authorities in South Africa, who have never impliedly referred to Nigeria in taking their decisions, it's obviously not the actual representation of the truth of the matter.	Ebe nke a, akwanyeghị ndị ọchịchị nọ na South Africa ugwu, bụ ndị ezigabeghị Naịjiria na mkpebi ha, o doro anya na ọ bụghị ihe nnọchite nke eziokwu okwu ahụ.
Someone should wake Uwa up and hand over a mug of coffee to her together with the contrasting news of India's example that hiked data prices to as much as 40 per cent.	Mmadụ kwesịrị ịkpọte Uwa ma nyefee ya iko kọfị ma kọọ akụkọ dị iche iche banyere etu ndị India si mee ka ọnụ ahịa ruo pasenti iri anọ.
We don't know how this is ignored as a copy and pasting of what the policy of the man she obsequiously describes in ludicrous adjectives that late Idi Amin of Uganda would have rejected.	Anyị amataghị etu e si leghara nke a anya ma gosipụta ihe iwu banyere nwoke ọ kọwara n'ụzọ ọjọọ na Idi Amin nke Uganda gaara ịjụ.
To cut the story short, India used to enjoy the cheapest data in the world, but the industry could no longer sustain it without risking losing in further investment to support the telecom infrastructure in the country.	Iji bie akụkọ a nkenke, India na-enwebu 'data' adịbughị ọnụ n'ụwa, mana ụlọ ọrụ ahụ enweghị ike ịkwado ya na-etinyekwughi ego iji kwado akụrụngwa telecom na mba ahụ.
This still happened within the 21-day coincidence Uwa claimed to have provided the copy and paste effect in South Africa.	Nke a ka mere n'ime mkpụrụ ụbọchị iri abụọ na otu Uwa kwuru na ọ nyere nwepụghachi mpụtara na South Africa.
Still, what Uwa hasn't told us was that South Africa used to be among the top three in terms of the cost of data and even with 50 per cent reduction, it wouldn't come down to the level of Nigeria despite the fact that the challenges the telcos face and cost of production in Nigeria are clearly on a different scale.	N'agbanyeghị nke ahụ, ihe Uwa agwabeghị anyị bụ na South Africa na-anọkarị n'etiti ndị atọ kachasị elu n'ihe gbasara ọnụahịa 'data' yana n'agbanyeghị mbelata pasenti iri ise, ọ gaghị agbadata n'ọkwa nke Naịjiria n'agbanyeghị ihe ịma aka chere 'telcos' ihu na ọnụahịa mmepụta na Naịjirịa dị iche.
Even on the strength of TheCable report that Pantami quoted in the past, it put Nigeria and South Africa, with the average of $2.22 and $7.19 per 1GB respectively.	N'agbanyeghị akụkọ ndị otu 'Cable' nke kwuru na Pantami n'oge gara aga, tinyere Naịjiria na South Africa, were nwee ihe nkezi $2.22 na $7.19 kwa 1GB n'otu n'otu.
And one can forgive Uwa for her poor grasp of the issue as she embarrassingly attributed the directive in South Africa to the country's telecom regulator, while a little search on Google on the matter would have told her that the decision emanated from South Africa Competition Regulatory Authority, not the Independent Communications Authority of South Africa and the decision must have been scientifically based, not jejune subjective populist directive.	Mmadụ pụrụ ịgbaghara Uwa maka amaghị ihe na ihe ọmụma a dị na South Africa dị n’aka onyeisi ndị 'telecom', ebe obere ihe ọchịchọ n’igwe 'Google' banyere okwu a gaala agwa ya na mkpebi a sitere n'iwu asọmpi nke South Africa a kpọrọ 'South Africa Competition Regulatory Authority', na ọ bụghị Independent Communications Authority of South Africa na mkpebi ahụ kwesiri idabere na sayensị. 
But such kinds of faux pas are understandable as Uwa and co in the new mandate are trying to learn the rope.	Mana ụdị ọnọdụ a ka a ga-aghọta dị ka Uwa na ndị ọzọ n'iwu ọhụrụ ahụ na-anwa ịmụta ya.
And they should be reminded of the fact that before their arrival on the scene, the industry had already matured.	Ha kwesiri ka e chetara ha na tupu ha abịa ebe a, ndị ọrụ ahụ adịrịla.
There were over 70 million Nigerians on the high-speed Internet, millions of active subscriber base as well as numerous sensational story in the industry, which has been on this sustained trajectory for long. 	E nwere ihe karịrị nde ndị Naịjirịa iri asaa nọ n'ịntaneetị, ọtụtụ nde ndị na-edebanye aha na ọtụtụ akụkọ n'ụlọ ọrụ ahụ, bụ nke nọworo na-adigide ogologo oge a.
Hence, accusing both the providers and regulator of connivance is not only reckless but cheap as both the stakeholders collaboratively built the industry from the scratch.	N'ihi ya, ibo ma ndị na-eweta ya na ndị na-achịkwa nkwekọrịta abụghị naanị ihe enweghị isi kama ọ dị ọnụ ala ebe ndị ọrụ mpaghara ahụ rụkọtara ọrụ ọnụ wee rụpụta ụlọ ọrụ ahụ.
