eng	luo
In the new Cabinet that he announced a fortnight later, he excluded Odinga (Roads, Public Works and Housing), Kalonzo Musyoka (Environment), Ochilo Ayacko (Gender and Sports), Linah Jebii Kilimo (Home Affairs and Registration of Persons), Anyang’ Nyong’o (Planning and National Development), Najib Balala (National Heritage and Culture) and William ole Ntimama (Office of the President — Public Service).	E duond od bura mar sirikal (Cabinet) mane olando bang jumbe ariyo, ne ok olando bad migawo mar Raila Odinga mar yore, gero ote piny owacho (Ministry of Roads, Public Works and Housing), Kalonzo Musyoka (Environment), Ochilo Ayacko (Gender and Sports), Linah Jebii Kilimo (Home Affairs and Registration of Persons), Anyang’ Nyong’o (Planning and National Development), Najib Balala (National Heritage and Culture) and William ole Ntimama (Office of the President — Public Service).
In the new Cabinet Kibaki appointed Tuju Minister for Foreign Affairs.	E cabinet manyien no Kibaki ne oyiero Tuju Minister mar weche pinje ma ooko (Foreign Affairs).
From a purely bureaucratic point of view, Tuju’s brief was to advance the government’s foreign policy. 	Ka orange e yo mar tich, tij Tuju ne en siro chike mag sirikand Kenya ma wuoyo kuom kaka onyalo tiyo kanyakla gi pije mamoko.
But from a political angle, Kibaki’s elevation of Tuju to the Foreign Affairs docket was a strategic move. 	Ka ongiye e yor siasa, keto Tuju momdo otel ne migawo mar Foreign Affairs ne en gima nigi lengo mare.
Empowering Tuju was one of Kibaki’s ways preparing for the 2007 political duel with Odinga.	Miyo Tuju teko e sirikal mare ne en plan mar Kibaki mar kedo gi Odinga e wach mar siasa e yiero mane biro timore higa mar 2007.
In the run up to the 2005 referendum Tuju formed the People’s Progressive Party. 	Kane ji chiegni dhi e 2005 referendum, Tuju ne ochako chama ma iluongo ni  People’s Progressive Party.
Political analysts considered Tuju’s party an outfit whose aim was to eat into Odinga’s support base and consequently reduce Odinga’s camp’s chances of winning the referendum.	Joma ngiyo yore mag siasa ma tut ne neno ni party mane Tuju ochakono ne idwaro ni mondo oma Odinga ombulu e piny jo Luo mondo kik obed gi thuolo mar loyo ombulu mar referendum.
Tuju served as the Minister for Foreign Affairs until the end of the first term of the Kibaki Presidency.	Tuju ne obedo Minister mar weche ma ooko (Foreign Affairs) nyaka loch Kibaki ma okuongo mar bedo president orumo.
Interestingly, Tuju, who served as the Member of Parliament for Rarieda between 2003 and 2007, got into Narc thanks to his affiliation with Odinga’s Liberal Democratic Party (LDP). 	Gima ne timore e ndalo no, Tuju, mane obed kaka jaod bura ma Rarieda  e kind higa 2003 kod 2007, ne oyier dhi e od bura gi otiko mar Narc ka oluwo chama mar Odinga ma ne iluongo ni Liberal Democratic Party (LDP).
This explains why his fallout with Odinga resulted in him losing the Rarieda seat.	Ma nyiso maler gima omiyo ka ne giwere gi Odinga to ne ok oyiere kendo Rarieda kaka jachung mar gi.
The political animosity between him and Odinga worked to his disadvantage since the electorate considered it a betrayal to their community kingpin.	Lwenye gi Odinga ne ok ochwake nikech jo Luo ne neno ni okedo gi jatend gi mar siasa.
In spite of his loss at the 2007 polls, Tuju did not slide into a political oblivion.	Kata obedo ni ok ne oyiere e kura mane otimore e higa mar 2007, Tuju ne ok olwar e yor siasa.
In a demonstration of the high regard which President Kibaki had for him, Tuju was appointed as Special Envoy and Presidential adviser in the government. 	Kaluwore gi kaka President Kibaki ne ogene, Tuju ne Ker oyiero kaka ja ote mare kendo ja ngad rieko ne piny owacho.
Tuju worked alongside Kivutha Kibwana. 	Tuju ne otiyo kanyakla gi Kivutha Kibwana.
Whereas Kibwana advised Kibaki on Constitutional affairs, Tuju advised him on Media and Management of diversity or Ethnic Relations.	Ka ne Kibwana ne en jangad rieko ne Ker Kibaki e weche mag chike, Tuju ne ngado ne rieko e weche mag fwambo kod keyo kod kaka dho udi mag Kenya nyalo bede achiel.
Tuju served Kibaki as one of his advisers until 2011 when he resigned to focus on his 2013 Presidential bid.	Tuju ne obedo kaka achiel kuom jo ngad rieko ne Ker Kibaki nyaka ne ochopo higa 2011 mane oweyo e tich mondo one ane kaka onyalo manyo kura mar bedo ker mar Kenya e ombulu mane dhi timore e higa mar 2013.
Afterwards, he formed Party of Action (POA), the political vehicle through which he purposed to run for the Presidency.	Bange mano, ne ochako chama mar siasa ma iluongo ni Party of Action (POA), mane omanyo go bedo president mar Kenya.
Tuju was born on March 30, 1959.	Tuju ne onyuol tarik 30.3.1959.
He went to Majiwa Primary School from where he joined Starehe Boys’ Centre. 	Ne osomo Majiwa Primary School kama ne oaye ka odhi Starehe Boys’ Centre.
Tuju holds a Master of Arts degree in Communication from the University of Leicester, United Kingdom. 	Tuju nig digri mar ariyo e weche mag fwambo kod keyo (Master of Arts degree in Communication ka oa e University mar Leicester, United Kingdom.
Before joining politics, Tuju worked as a consultant in design and implementation of public communication programmes.	Kane pok odonjo e siasa, Tuju ne tiyo kaka jangad rieko e weche mag tudgruok mar piny.
Among other organisations and agencies he consulted for were the World Health Organization (WHO), the United States Agency for International Development (USAid), the World Bank, the Department of International Development (DfID) and the United Nations Development Programme (UNDP). 	Kuom riwruok mane otiyo negi gin World Health Organization (WHO), the United States Agency for International Development (USAid), the World Bank, the Department of International Development (DfID) and the United Nations Development Programme (UNDP).
Between 1992 and 2001, Tuju was the Founder and Director, Ace Communications.	E kind higa mar 1992 kod 2001, Tuju ne en ngama ne ochako kendo jatend (Founder and Director) kambi ma iluongo ni Ace Communications.
At 3am tomorrow, the men’s 3000m steeplechase - a race that has been dominated by Kenyans for 37 years, will take place at the Tokyo Olympics.	Saa 9 kiny okinyi, tugo mar chuo ma iluongo ni 3000m steeplechase - tugo ma jo Kenya ose bed ka loyo kuom higini 37 ma ose kalo, biro timore Tokyo Olympics.
Kenyan men have won the Olympic steeplechase gold medals since 1984.	Chuo Kenya ose bed ka loyo Olympic steeplechase gold medals chakre 1984.
With the absence of defending champion Conseslus Kipruto who did not complete the race during the national trials in June, extension of Kenya’s winning streaks will be on Leonard Bett, Abraham Kibiwot, and Benjamin Kigen who took the top three slots respectively.	Sama koro jangwech ma thiri nginyi ma iluongi ni Conseslus Kipruto ne ok odhi nyime bang weyo ngwech ma itemo go pinje mane otimore e dwe mar auchil higani,Kenya koro nigi geno kuom Leonard Bett, Abraham Kibiwot, kod Benjamin Kigen mane oluwore e kawo namba achiel nyaka adek e tugono.
But a tough challenge awaits the Kenyan squad in Tokyo as African countries field steeplechasers with decorated resumes in the distance.	To jo Kenya man Tokyo nigi tich matek mar kelo loch dala nikech pinje mangeny mag Africa oro jogegi maring omaber e tugo no.
From Lamecha Girma and Getnet Wale of Ethiopia to Morocco’s Soufiane El Bakkali, Kenya’s stranglehold in 3000m steeplechase will be put to test.	Ka ochakore Lamecha Girma kod Getnet Wale ma aa Ethiopia kachiel gi Soufiane El Bakkali ma aa Morocco, bet ma Kenya ose bedo ka loyo e tugo mar  3000m steeplechase ni wang ni ok bei bet mayot.
Winner of the national trials, former Africa champion Abraham Kibiwott, is seen as the Conseslus Kipruto’s successor.	Ngat mane oloyo e tugo mar temo jnogo ma oa pinje ma opogore pogore, jalo mane ne jaloch e Africa kinde ma okalo ma iluongo ni Abraham Kibiwott, ema koro ineno ni biro kawo kar Conseslus Kipruto e tugo ma Tokyo no.
He trains with Conseslus in Mosoriot, Nandi County.	Otiegore e yor ngwech ka giringo gi Conseslus in Mosoriot, ei Nandi County.
Kibiwot, 25, has proved that he is ready to defend Kenyan dominance at the Olympics given his performance at the senior ranks.	Kibiwot masani ja higni 25, ose nyiso ratiro ni oikore mar duogo loch e Kenya etugo ma dhi timore Tokyo Olympics ka ingiyo kaka ose bet ka oringo e chenro mar joma dongo.
He won bronze at the African championships in 2016, silver at the Commonwealth Games in 2018 before coming in seventh at World championships in 2019.	Ne oyudo bronze e tugo mar jo Africa mane otimore 2016; ne ochako oyudo  Silver e Commonwealth Games mane otimore higa 2018 kane pok obedo numba 7 e tugo mane oriwo piny mangima - World championships mane otimore 2019.
On the other hand, Kigen, 28, takes to the start line his monstrous kicks. He is seen as the biggest threat for gold.	Kama chielo, Kigen, 28, dhi e line mar ngwech ka en gi ilo. En ema inene kaka ngama nyalo yudo loch mar gold.
Kigen, who won the Rome Diamond League in 2019, in a time of 8:06.13 can’t be wished away.	Kigen, mane oloyo e tugo mar Rome Diamond League mane otimore e higa 2019, e saa mar 8:06.13 ok nyal buon e tugoni.
He has previously beaten El Bakkali and Conseslus at the Diamond Leagues. Back in 2018, he outclassed Kipruto to take Prefontaine Classic before beating El Bakkali on home soil to win in Rabat.	Ediere ma okalo, ne oloyo El Bakkali kod Conseslus e ngwech mar Diamond Leagues. E higa mar 2018, ne odhiero wang Kipruto e tugo mar Prefontaine Classic kane pok oyombo El Bakkali e piny gi mane omiye loch Rabat, kama ne ji piemore.
He has also shown incredible speed with a 3:31 1500 pb in Doha in May, won the only major steeple of 2020 in Monaco, and won his only steeple of 2021 in comfortable fashion, clocking 8:08 in Florence on June 10.	Kigen bende ose nyiso ni en ja ngwech mathiri nginyi man gi speed maromo 3:31 1500 pb kane oringo e Doha dwe mar abich; ne oloyo e ngwech maduong  steeple mane otimore  e higa mar 2020 mane otimore Monaco. Ne ochako oloyo e ngwech mar steeple ma otimore higani 2021 e yoo mayot, ka oringo gi saa mar 8:08 mane otimore Florence tarik 10 dwe mar auchiel.
Although Leonard Bett, 20, is yet to show the world what he is made of, three-year-old career is rich in spectacular wins.	Kata obedo ni Lenard Bett ma ja higi 20, pok onyiso piny mangima nguvu mare, ngwech ma ose bet ka oringo mar higini 3 ose bet maber nikech ose bet ka oyudo loch.
Bett won the national trials but was beaten in Gateshead, his only Diamond League of the year, finishing second to American Hillary Bor.	Bett ne oloyo e pimruok matin mar pinje kata kamano ne oloye e tugo mar Gateshead, mane opieme e tugo mar Diamond League mane otimore higani, ka obet namba ariyo kuom Hillary Bor ma ja America.
When Bett was just a 16-year-old in 2017, he won the World U18 title in Nairobi.	Diere mane Bet mane en jahigni 16-year-old e higa mar 2017, ne oloyo tugo mar manyo bedo jaloch mar World U18 mane otimore Nairobi.
A year later, when he was 17-year-old, he ran away with a silver medal at the World Under20 championships before winning the 2019 Africa junior title as an 18-year-old.	Bang higa achiel,kane en ja higini 17, ne oyudo midila mar silver e pimruok mar  World Under20 championships kane pok oloyo e 2019 tugo mar jo Afrika matindo (Africa Junior Title kaka ja higni 18 mane nitie e tugono.
Morocco’s Soufiane El Bakkali is of the Olympic steeple favorites. He has recorded impressive performances in recent years.	Soufiane El Bakkali ma ja Morocco en achiel kuom joma ji ohero e tugo mar Olympic steeple. Ose bedo gi nying maber e higi ma okalo machieng' ni.
A Wang'uru court in Kirinyaga County has sentenced to death four men found guilty of robbery with violence.	Doho ma Wang'uru man Kirinyaga County nyocha otweyo ji agwen twech mar ngima gi duto kuom kosa mar mayo ji gi yor angenge.
Principal Magistrate Gideon Mutiso convicted Isaak Kariuki Ndambiri, Kennedy Gachoki Kanguru, James Gitonga Wawira and Christopher Bundi Mbogo of killing two people and maiming two others in a robbery incident.	Jangad bura maduong Gideon Mutiso ne otweyo Isaak Kariuki Ndambiri, Kennedy Gachoki Kanguru, James Gitonga Wawira kod Christopher Bundi Mbogo kuom nego ji ariyo kendo hinyo ji ariyo mamoko e seche mane gidhi mayogi ka giun gi gigo mag maundu.
The four, jointly with others not before the court, are said to have committed the offence on July 1, 2018, at a nightclub in Ndindiruku, Mwea East sub-county.	Ji angweno go ka omakore gi joma moko mane onge e od bura, wachore ni ne otimo kethno tarik 1 dwe mar Abiro 2018, kane e gin kar madho kongo moro man  Ndindiruku, Mwea East sub-county.
Ms Margaret Wanjiku Mwangi was robbed of Sh200,000 and killed alongside Stephen Muriithi Mwangi.	Nydendi moro ma iluongo ni Margaret Wanjiku Mwangi ne oma shiling 200,000 kendo ne onege kachiel gi migosi Stephen Muriithi Mwangi.
The court heard the four, armed with an AK 47 rifle, also shot and maimed James Kimani and Kelly Nyawira, who can no longer fend for themselves.	Od bura ne owinjo ni ji agwen go mane negi bunde mar AK 47 rifle, ne okielo ma ohinyo James Kimani kod Kelly Nyawira, ma sani ok nyal tiyo tich moro amora sani.
It also emerged that Robert Mwangi, the husband of Ms Mwangi and brother of the late Kimani, was impacted by the robbery since his liquor business went under.	Bende ne ofwenore ni Robert Mwangi, mane en chuor myadendi Margaret Wanjiku Mwangi kod owadgi Kimani mane otho, ne jomecho go oweyo marach nikech ohala mane gigoyo no ne ogore piny.
Mwangi asked the court to give a maximum sentence to the four persons.	Mwangi n e okwayo ja ngad bura mondo omi kuom mager ne jo njore agwen go.
“When they gunned down my wife, I was left with an infant whom I continue to nurture. And under such circumstances, I can hardly go for any meaningful employment,” he said amid tears.	"“Kane ginego jaoda gi bunde, ne adong gi nyathi ma kidoro ma pod arito nyaka sani. To seche ma gima kama otimore, ok anyal dhi manyo tich moro maIongo""Mwangi ne owacho kamano ka pii wange chuer."
