eng	nya
The chief executive of the PCB, Wasim Khan, told VOA the New Zealand team would head home Saturday on a chartered plane.   An English cricket team was scheduled to visit Pakistan in October, but Interior Minister Ahmed said that tour also was now in doubt.   "Ministry of Interior has informed me that the English team is also thinking along the same lines. On our part, we are ready to welcome them. There is no security threat in our country to either New Zealand or England," he said.   International cricket teams stopped visiting Pakistan after an attack on a Sri Lankan cricket team in 2009 in Lahore that wounded seven members of the team.   Pakistan went through several years of violence starting approximately in 2007 as extremist groups blaming Pakistan for siding with the United States in its war on terror started attacking both its security forces and civilians.   Pakistani officials claim up to 80,000 of their citizens died in these attacks, and the country suffered up to $150 billion worth of damage to its economy.   In 2016, Pakistani cricket authorities formed the Pakistan Super League, six cricket teams representing six cities. The teams included international players in an effort to revive international cricket in Pakistan. The first two seasons of the league were played outside Pakistan in the United Arab Emirates.   The first international team to return to Pakistan was Zimbabwe in 2015. 	Wamkulu oyang'anira bungwe la PCB, Wasim Khan, wauza VOA kuti gulu lawo lamaswero  lidzibwelera kwawo Loweluka pa ndege yawo yapadera. Gulu la masewero a cricket ya azungu inauzidwa kuti izabwere ku Pakistani mu October, Koma nduna Alhamed wti ulendo umenewonso pakali pano ndiokaikitsa.Unduna wa zamkatiwandidziwitsa  ine kuti gulu lamasewero la azunguli nalonso  likuganiza mofanana nawo. Kumbali yathu ife ndiokomzeka kuwalandira. palibe chiopsezo chilichonse cha chitetezo mudziko lathu ungakhale ku New zealand  kapenanso ku England, " iye anatero. magulu amasewero a cricket amaiko anasiya kupita ku Pakistani chifukwa cha chiwembu chomwe  chinachitikira  gulu lamasewero  a criket la Sri Lankan mu 2009 ku Lahore  komwe kunavulala osewera agululi okwana asanu ndi awiri.  Pakistani yadutsa dzaka zambiri  mudzipolowe kuambira chamma 2007 pamene gulu lina la mtundu wa anthu sili magwilizana ndi pakistani pokhala mbali imodzi ndi  United States mu nkhondo yawo pomwe zifwamba zinayamba  limbana ndi onse achitetezo komanso anthu wamba. Akulu akulu aboma la  Pakistani anati  mzika zawo zoposera 80,000 zafa paziwembuzo, ndipo dziko lazunzika ndikuonongeka kwa chuma chawo choposera $150 billion. Mu 2016 akulu akulu acriket anapanga bungwe la Pakistani Super League, magulu oswera okwana asanu ndi imodzi amaimilira mizinda isanu ndi umodzi. mgagulu osewerawa amaphatikiza osewera akunja mukuyesetsa kofuna kudzutsanso masewero a criket amaiko akunja ku Pakistan. Zigawo ziwiri zamasewerowo zimaseweredwa kunja kwa Pakistanku United Arab Emirates.Gulu lamasewero loyamba kubwelera ku Pakistan linali Zimbabwe mu 2015
	
	
African Leaders Discuss Ways to Minimize Impact of Climate Change  	Atsogoleri amu Africa akambirana njira zochepetsera kuonongeka kwa kusintha kwa nyengo.
High-level African officials met virtually this week to discuss the challenges Africa faces in trying to manage a growing population amid climate change. The conference was aimed at identifying ways African governments can manage these pressures to minimize or avoid conflict. 	Akulu akulu  amulingu wapamwamba a m'boma anakumana  mowilikiza sabata ino  pokambirana mavuto omwe Africa akukumana nawo  pofuna kukomza kukura kwa chiwelengero cha anthu pamabali yakusintha kwa nyengo. Mkumanawu cholinga chake kunali  kupeza njira zomwe maboma amu Africa  angatahnirane ndimavuto amenewa pochepetsa kapena kupewa mkangano..
Africa generates about 3% percent of global greenhouse gas emissions, the lowest of any continent. But its more vulnerable than any other region in the world, since Africans depend so heavily on their natural environment for food, water and medicine. 	Africa imapanga pafupifupi 3% ya malo omwe amachotsa mpweya oipa mulengalenga, ali pansi pa makomtineti onse, koma ndizosafunikira kwambiri kusiyana ndi zigawo zonse zapa dzikolapansi, pakuti Africa imadalira kwambiri pa zachilengedwa chawo pa zakudya, madzi komanso mankhwala.
Speaking at a virtual conference Tuesday on climate, conflict and demographics in Africa, Nigerian Vice President Yemi Osinbajo said African governments need to keep the climate in mind as they try to boost their economies. 	Kuyankhula pa mkumano wa pakanema Lchiwiri pa zanyengo,  mikangano ndi chiwelengero cha anthu mu Africa,  wachiwiri wa mtsogoliri wa dziku la Nigeria Yemi Osibanjo anati amaboma amu Africa akuyenera kumaganizira za nyengo pamene akuyesera kukweza chuma chawo.
"Our first obligation for us and for African countries must always be to ensure the well-being of our people through access to development services, including electricity, health care, education, safe jobs and a safe environment, including access to clean cooking fuels. We must prioritize solutions that align the development and climate agenda, and that is absolutely important," said Osinbajo. 	Undindo wathu oyambilira  wa ife ndi maiko amu Africa  ukuyenera nthawi zonse kukhara  owonetsetsa  chisamaliro cha anthu anthu kudzera pakupeza zithandizo zapamwamba, kuphatikizilapo magetsi, thandizo la zaumoyo, maphunziro, ncthito zotetezeka komanso  malo achitetezo kupatikiza mafuta ophikira abwino, Tikuyenera titsogoze  myankho omwe ali ogwilizana ndi chitukuko komanso ali ndi cholinga cha zanyengo, ndipo ichi ndichofunikira kwambiri, anatero Osinbajo. 
The Center for Research on the Epidemiology of Disasters, based in Brussels, says that in 2019, Africa recorded 56 extreme weather events compared to 45 in the previous year. 	Bungwe la Center for Research on the Epidemiology of Disasters, lomwe lili ku Brussels, linanena izi mu 2019, Africa yapezeka ndikuvuta kwakukulu kwa nyengo  ndi mulingo wa 56 kusiyana ndi  45 pa mulingo wa zaka za mmbuyo .
The extreme weather patterns affected the lives of 16.6 million people in 29 countries. At least 13 million of them were from five countries: Kenya, Mozambique, Somalia, Tanzania and Zimbabwe. 	kuchita kwa nyengo yovutayi kwa khudza miyoyo ya anthu 16.6 miliyoni mmaiko 29. pafupifupi 13 milliyon mwa iwo anali ochokera ku maiko asanu: Kenya, Mozambique, Somalia, Tanzania ndi Zimbabwe.
West Africa had fewer weather-related catastrophes but is feeling the effects of global warming just the same. 	chigawo chakumadzulo cha Africa chili ndi nyengo zoononga zochepa komabe  vuto lakuonongeka kwa mpweya wamulengalenga kukumawakhudza chimodzi modzi.
Ghana environment minister Kwaku Afriyie explains how climate change has impacted agricultural lands in the country. 	Nduna yoona za nyengo ku Ghana Kwaku Afriyie anafotokoza momwe kusintha kwa nyengo kwa khudzira malo aulimi mdzikomo.
"The harsh and deteriorating climate conditions in northern Ghana undoubtedly energized region-growing food insecurity and seasonal north-to-south migration. And besides, increasing of floods and protracted drought lead to displacement of people. Statistics show that over the last few years, there has been a new internal displacement which has occurred in Ghana due to climate-induced disasters and even beyond our borders," he said. 	"Kuvuta ndikupitilira kwa kuvuta kwa nyengo yoononga ku mpoto kwa Ghana mosakaikitsa zionjezera kukula kwa kusowa chakudya ndipo zipangitsa anthu kuchoa ku mpoto kupita ku mwera. Ndipo kupatura izikuchuluka kwa madzi osefukula ndikukhalitsa kwa chilara kupangitsa anthu kusamuka. Kalembera wa anthu anaonetsa izi zaka zochepa zapitazo,pakhala kusamuka kwa mkati komwe kawchitika ku Ghana chifukwa chakuchitika kwa ngozi zadzidzi  ngakhalenso kudutsa  zipata zathu, Iye anatero.
The U.N. special representative to the African Union, Hannah Tetteh, said the continent needs to improve cross-border information-sharing and cooperation to handle climate-related crises. 	Katswiri oimilira  maiko amu  United Nations (U.N) ku maiko amu mgwiriano wa mu Africa ( African Union) Hannah Tetteh,  anati kontineti ikufunika kupititsa patsogolo njira zofalitsira nkhani kunja ndi mgwirizano okonza  zokhudzana ndikuvuta kwa nyengo.
"The challenge has not been that we havent developed yet these structures. The challenge has been we have not utilized them yet effectively, and that goes to issues of national sovereignty and the unwillingness of member states to have others, as it were, take an active interest and maybe recommend the things that need to be done in order to respond to a particular crisis. And if we recognize we are all in this together, then that certainly has to change," she said. 	"Sikuti vuto lakhala kuti sitinamange zinthu zimenezi. Vuto lakhala kuti sitinazigwilitsebe ntchito bwino, izizi zikulozabenkhani ya umodzi mdziko komanso kusowekera kwa kufuna kwa anthu a mu dziko kukhala nawo ena monga zinalili kukhala nacho chidwi chochitachita komanso mwina kulangiza zinthu zomwe tingachite kuti tigonjetse vuto lina lake. Ndipo ngati tingazindikire tili limodzimu izi, kenako zinthuzi zikuyenera kusintha," iye anatero.
As for specific suggestions, Osinbajo suggested governments encourage greater use of natural gas and plant more trees to maintain forests that can soak up carbon dioxide and prevent it from warming the atmosphere. 	Pa maganizo apaderadera, Osinbajo anapeleka maganizo akuti boma limalimbikitsa kugwiritsa ntchito mpweya wa chilengedwe komanso kubzyala mitengo ndicholinga chosunga nkhalango zomwe zimayamwa mpweya oyipa wa carbondioxide komanso kupewetsa kuetentha kwa dziko lonse komwe kumadza ndi kuonongeka kwa bulangete ya mlengalenga.
	
	
Young Africans Struggle With Jobs, Education Amid Pandemic 	Achinyamata aku Afrika avutika ndi ntchito, mapahunziro mkatikati mwa mlili
The future looked promising for Tinashe Mapuranga, an intern at a leading bank in Zimbabwe who appeared set to get a staff position as soon as he completed his college degree. Then the COVID-19 pandemic hit. 	Tsogolo limkaoneka lowala pa Tinashe Mapuranga, ophunzira ntchito pa nkhokwe ya ndalama (bank) yotsogola ku Zimbabwe yemwe anaoneka kuti adzapeza mwayi olembedwa ntchito pompo akamaliza maphunziro ake a ukachenjede. Patatha izi mlili wa COVID 19 unakantha.
Amid the lockdowns, the 24-year-old was one of the first to be laid off and has no idea when he'll be able to get his degree because of frequent school closures. 	Mkatikati mwa kutseka zipata zolowera mmayiko, wachinyamata wa zaka 24 yu anali mmodzi mwa omwe anachotsedwa ndipo alibe chiyembekezo pa nthawi ya kumaliza maphunziro ake chifukwa cha kutsekatseka kwa masukulu
"It has really affected me a lot in my studies. I have no money to buy data and I don't have a personal laptop to study online and keep up like what others are doing," said Mapuranga, who lives with his mother in Chitungwiza, a sprawling working-class area southeast of Harare, the capital. 	"Izi zandisokoneza kwambili paphunziro anga ndithu. Ndilibe ndalama zogulira mayunitsi a pa intaneti(data) komanso ndilibe laptop yangayanga kuti ndikwanitse kuphunzira nawo pa intaneti ndikupitiliza kuphunzira monga azanga akuchitira.," anatero Mapuranga, amene amakhala ndi mai ake ku Chitungwiza, dera lomwe lili ndi anthu ambili odalira maganyu kummawa kwa ku mwera kwa Harare, likulu la dzikoli.
"I was supposed to finish in November or December 2021, but as of now, we haven't completed much of the work," he said. "Truly speaking, I am not sure when I will finish the degree. I can't wait to graduate and find a job and do something tangible in life." 	"Ndimayenera kumaliza mu Novembara chaka cha 2021 koma pakanali pano, sitinaphunzire zambili," Iye anatero. " Kunena zoona, sindikudziwa kuti ndimaliza liti maphunziroanga a sukulu ya ukachenjede. Ndikufunitsitsa nditamaliza komanso ndikupeza ntchito , kenako ndikuchita zinthu zooneka mmoyo."
Mapuranga spends most of his time at home, tending a tiny vegetable garden that is the family's main source of food. His mother ekes out a living traveling to South Africa to sell things like stone carvings and brooms on the streets, a trade also badly hit by the pandemic. 	Nthawi yambili ya Mapuranga amakhala ku nyumba, kusamalira kadimba ka masamba komwe banja lakwawo limapezerapo chakudya. Mayi ake amazithandizira mmoyo wawo popita ku dziko la South AFRICA kukagulitsa ziboliboli. Ndi masache mmiseu, amodzi a malonda omwe akhudzidwa kwambili ndi mliliwu.
"We've been trying to hustle to get some money," he said. "I tried to do a small business selling cooking gas but the authorities chased us away from the streets. My father passed away. My mother is into informal business, but it's also down with these lockdowns. Things are not well right now. It's tough." 	"Takhala tikuyesetsa kugwira ntchito molimbika kuti tipeze ndalama," iye anatero. Ndinayesera kupanga malonda aang'ono ogulitsa nkhuni mu misewu koma adindo anatithamangitsamo. Bambo anga anamwalira. Mayi anga machita malonda osakhazikika omwe nawo ayima kamba kakutseka zipata za mayiko. Zinthu sizili bwino pakali pano. zathina."
Mapuranga's situation might look dire, but he says he's concerned about some of his unemployed peers who have fallen into alcohol, drugs and prostitution. 	Nyengo ya Mapuranga itha kumaoneka yakakasi, koma iye wati ali nkdi nkhawa chifukwa cha amzake omwe samagwira ntchito omwe atayikira ku mowa, mankhwala ozunguza ubongo komanso uhule.
"Many youths have lost hope," he said. 	"Achinyamata ambili ataya chiyembekezo," iye natero
Across Africa, many others like Mapuranga are battling the economic downturn caused by COVID-19, losing jobs and seeing their education disrupted, a survey of people aged 18-24 in 15 countries has found. 	Mu Afrika, ambili ofanana ndi Mapurangaakuvutika mndi kuvuta kwa chuma komwe kwadza chufkwa cha COVID-19, kutha kwa ntchito komanso kuona kusokonezedwa kwa maphunziro awo, kafukufuku waanthu a zaka za pakti pa 18 ndi 24 mu mayiko 15 wapeza zimenezi.
