eng	pcm
Police and State Vigilantes Service personnel on Tuesday prevented the protesting students of Kaduna State University from marching towards the Government House.	Police and State Vigilante Srvice prevent di students of Kaduna State University wey dey protest, on Tuesday say make dem no enta di government house.
The students were protesting against the tuition fees increase by the state government.	Di students dey protest becos of di school fees wey di state government increase.
Daily Trust observed that the angry-looking students were singing solidarity songs as they marched towards the government house before they were blocked by the police.	Daily Trust observe say di angry students dey sing solidarity songs as dem dey march go di government house, befor police kom block dem for road.
Heavily armed police personnel in vehicles and vigilantes operating under KADVIS were seen on the main road keeping vigil while the students sat on the floor in the middle of the road.	Heavily armed police officers for inside vehicle, and vigilantes wey dey operate under KADVIS na im we see for main road dey monitor, while di students siddun ontop floor for di middle of di road.
It could be recalled that the state government and management of the university had refused to reverse the fees despite pleas by students and their parents in the state.	U go rememba say di state government and management of di university don refuse to reverse di money, even say students and parents for di state dey beg.
One of the students representatives, Comrade Auba Mohammed, said they were marching towards the government house to just submit a letter of complaint to Governor Nasir El-Rufai.	One of di student representative, Comrade Auba Mohammed, tok say dem dey march go di government house to just go submit letter of complaint give Governor Nasir El-Rufai.
He said the majority of them are orphans and that their parents cannot afford to pay for them.	E yarn say majority of dem be orphan and dia parents no fit pay for dem.
	
Zimbabwes VP resigns amid sexual misconduct allegations	Zimbabwea VP don resign untop allegation of sexual misconduct
Zimbabwes Vice President, Kembo Mohadi, resigned on Monday in the face of sexual misconduct allegations, apologising for tasks he failed to do well.	Vice President of Zimbabwe, Kembo Mohadi don resign on Monday untop allegations of sexual misconduct. E tender e apology for di work wey e no do well.
Local news outlets have since late last month been awash with audio recordings of phone conversations allegedly of Mohadi soliciting sex from several women, including a subordinate in his office.	Na since last month local news stations don dey roar wit audio recordings of fone conversation wia Mohadi dey ask different women for sex, one of dem wey be im junior for office.
First published by online publication ZimLive, the clips included one where a man can be heard scheduling to meet for sex at his office.	Di recordings first show for online publication, ZimLive website , Inside di audio, you fit hear wia one man dey book appointment for sex inside im office.
I am stepping down as the Vice President of the Republic of Zimbabwe â€¦with immediate effect, the 71-year-old leader said in a letter posted on the information ministrys	I dey step down as di Vice President of di Republic of Zimbabwe wit immediate effect, di 71-year-old leader tok for inside one letter wey dem post for di ministry of information
